dataset,query_id,table_id,gold_row,gold_col,header_path_len,chunk_id,path_elems_present,partial_ratio,full_coverage,chunk_token_len
hitab,5c9a8025eee6cd635a7c9455c41d0b24,245,6,0,4,245::fixed1024::0,4,1.0,True,578
hitab,0c4c94fa98b3cce52034667a171349d2,235_totto26747-1,14,7,4,235_totto26747-1::fixed1024::0,4,1.0,True,554
hitab,e2bb3508000e696465860bdce3188c8c,1643,4,4,3,1643::fixed1024::0,3,1.0,True,347
hitab,bc9a4380c6dbfbb9a0b18df48ec4ebab,1719,5,3,5,1719::fixed1024::0,5,1.0,True,946
hitab,36b62dcc135e85b718eb012b0034687c,247,3,1,4,247::fixed1024::0,4,1.0,True,524
hitab,6c71220f74137415b01c18a1d209e5af,307,1,1,5,307::fixed1024::0,5,1.0,True,175
hitab,75f9ee64e4f6eb07f0562c354e3b6db9,169_84_tab1,2,4,2,169_84_tab1::fixed1024::0,2,1.0,True,446
hitab,6a4bc255360662114b9c43582e3e995c,1497,0,2,3,1497::fixed1024::0,3,1.0,True,1024
hitab,b6aba16306684850216613462a74fadf,1893,1,5,3,1893::fixed1024::0,3,1.0,True,220
hitab,c7b319282f4bf1568b1673ce5cf3ff24,300_totto34604-4,0,0,4,300_totto34604-4::fixed1024::0,4,1.0,True,145
hitab,75c9b8946a316adcc79ac2d4a222618e,2549,11,1,5,2549::fixed1024::0,5,1.0,True,527
hitab,3385e1a99cf85a9c06ac546e200cbac9,2003,9,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,bf226bc363de5c7d3019c980f0678ff8,36_155_tab3,1,7,4,36_155_tab3::fixed1024::0,4,1.0,True,486
hitab,12c5b47ffad70d4c79ed873e7d8a2e2d,1643,9,3,3,1643::fixed1024::0,3,1.0,True,347
hitab,b0364c366a8bbd6976d38a7292c666b3,285_totto32585-3,13,3,3,285_totto32585-3::fixed1024::0,3,1.0,True,622
hitab,e6033bad634178bc6fd49eadc34730ba,9_11_nsf21304-tab002,28,2,4,9_11_nsf21304-tab002::fixed1024::0,4,1.0,True,569
hitab,f62f50b4f390ad7228a3adc4a19ff0b0,2754,7,4,4,2754::fixed1024::0,4,1.0,True,505
hitab,f9742a7d5cbcf1a85ec20a93dc22e902,192_90_tab1,2,2,4,192_90_tab1::fixed1024::0,4,1.0,True,467
hitab,288ff92bc7cb0f790485d8bd97979b44,2311,6,3,4,2311::fixed1024::0,4,1.0,True,309
hitab,03f011d22eead3ec50f226879b47f531,1539,15,5,4,1539::fixed1024::0,4,1.0,True,796
hitab,6708ee762f466b9a7a3f6731bc1362ab,1719,0,6,3,1719::fixed1024::0,3,1.0,True,946
hitab,344ab7a25385be6a25f2a0432d6394da,366,5,0,4,366::fixed1024::0,4,1.0,True,675
hitab,fafd2b89ac917f0a6ff676557e131c9f,2311,1,1,4,2311::fixed1024::0,4,1.0,True,309
hitab,ae795a95e3f879c6f5f5ea859f437ad3,1341,9,1,3,1341::fixed1024::0,3,1.0,True,605
hitab,397511030f11bb438d35ebcf778e3b73,507_totto58078-3,2,1,5,507_totto58078-3::fixed1024::0,5,1.0,True,228
hitab,ebd81275ceda3292f1320ec7d9863d7c,2003,19,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,3de53b64cb8204e300e4b222642e115e,2754,4,6,4,2754::fixed1024::0,4,1.0,True,505
hitab,fbb807972f0199e65a625f2164567177,583_totto66907-3,0,13,3,583_totto66907-3::fixed1024::0,3,1.0,True,1024
hitab,2c22a80659f4f95c536c7205034c2a4a,81_41_nsf19326-tab003,0,1,2,81_41_nsf19326-tab003::fixed1024::0,2,1.0,True,797
hitab,7e862e8038b03c51fee82591bbd4b18e,2549,11,2,5,2549::fixed1024::0,5,1.0,True,527
hitab,c9e90ae2c6d802ddc7c99b1fe8eb03bf,2314,2,7,5,2314::fixed1024::0,5,1.0,True,703
hitab,1fd16b61a55127cc6c20168136b02324,307,2,1,5,307::fixed1024::0,5,1.0,True,175
hitab,803c2feae77173ad5c19f06c49e8bdf0,187_totto22190-4,11,3,4,187_totto22190-4::fixed1024::0,4,1.0,True,1024
hitab,a467f059727ad5dc8984b4559d1fbcbf,2558,0,1,4,2558::fixed1024::0,4,1.0,True,190
hitab,52243422172e72b017c3b16ac9b16eef,2754,0,2,4,2754::fixed1024::0,4,1.0,True,505
hitab,d7455231b6dc9e9e42605597190508f6,1719,1,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,6df2b397f92c084e94b123bda3430b24,2552,1,4,5,2552::fixed1024::0,5,1.0,True,311
hitab,b26d462b7a646dbcd1ce1c68536a9977,2754,0,3,4,2754::fixed1024::0,4,1.0,True,505
hitab,62d0f618cee1bfbafaef55086c174cb9,18_127_tab2,17,5,4,18_127_tab2::fixed1024::0,4,1.0,True,795
hitab,c74278f68b8355e96293df10b71b7232,1390,9,3,4,1390::fixed1024::0,4,1.0,True,325
hitab,a922b621c6b56fd4c47dcd185347a4db,2013,10,2,4,2013::fixed1024::0,4,1.0,True,334
hitab,a40c55c186d86365c421687c7c71ccd6,2212,10,0,3,2212::fixed1024::0,3,1.0,True,241
hitab,020ca75000d76f646992fb99cbd74ed8,919,6,0,4,919::fixed1024::0,4,1.0,True,447
hitab,9953f3dc4a079deaaed38be030cd2847,123,1,8,3,123::fixed1024::0,3,1.0,True,679
hitab,333595e2e549409d0c29640b12fd99a9,247,9,1,5,247::fixed1024::0,5,1.0,True,524
hitab,b68d5147e6b17153bfc3ccad3ef75b5f,163_81_tab2,20,6,3,163_81_tab2::fixed1024::0,3,1.0,True,1024
hitab,372596718b1e2b5e944560f67bd68bb7,2552,2,0,5,2552::fixed1024::0,5,1.0,True,311
hitab,2180db5164d3b436883d10176e5a0e6c,307,3,0,5,307::fixed1024::0,5,1.0,True,175
hitab,d1b5060727e37d01b8e402ac64ea187b,2581,25,1,4,2581::fixed1024::0,4,1.0,True,1024
hitab,aff571ac883a42c3ca07c21eeebf1ede,296,0,2,3,296::fixed1024::0,3,1.0,True,1024
hitab,995b903d14d42b7c52da4a750e511ad1,49_164_tab2,17,7,5,49_164_tab2::fixed1024::0,5,1.0,True,756
hitab,674ba8e338ea42fe82e6202da4212fa3,366,17,0,4,366::fixed1024::0,4,1.0,True,675
hitab,fa7cf72a6e9cf7879bd5b15440e9ef44,389,4,0,5,389::fixed1024::0,5,1.0,True,417
hitab,2ebecb63b619b1b6844cfbb4547db72a,1643,10,3,3,1643::fixed1024::0,3,1.0,True,347
hitab,f6bcc67b9e9918654d456d73f03c0b0e,1604,1,3,4,1604::fixed1024::0,4,1.0,True,165
hitab,98376b11f226ed35c4ab60fb9aacb14d,18_127_tab2,9,7,4,18_127_tab2::fixed1024::0,4,1.0,True,795
hitab,845bbe5bea80d2d94687d155a75c2983,2111,15,0,4,2111::fixed1024::0,4,1.0,True,461
hitab,438de7938d97c5e419b2954407b1fd57,29_139_tab2,0,2,3,29_139_tab2::fixed1024::0,3,1.0,True,417
hitab,926334a736acd5b1289e9fd336a3d1ca,1601,12,0,5,1601::fixed1024::0,5,1.0,True,306
hitab,d97d6f7cd315647aa4fde22b07aef906,2003,23,4,3,2003::fixed1024::0,3,1.0,True,1024
hitab,6decaf4f5b57f9304f6faf8f7159dcdc,1904,5,1,3,1904::fixed1024::0,3,1.0,True,137
hitab,0026f7d3115f0351ab88e4cf02143b64,247,14,0,5,247::fixed1024::0,5,1.0,True,524
hitab,4b906a16826ee02eb5ee12aa5996ca4a,478,3,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,ddb4a42f6c5e3578b284fc628dd8ef39,29_139_tab2,0,1,3,29_139_tab2::fixed1024::0,3,1.0,True,417
hitab,518d25285dcc848a543e07ae03103ab1,1029,12,0,3,1029::fixed1024::0,3,1.0,True,498
hitab,18f3f339a6114d861d92a78c8c546a1a,504,0,4,4,504::fixed1024::0,4,1.0,True,326
hitab,a2292f491e9983e43c64900fd5389700,571_totto65328-0,5,1,4,571_totto65328-0::fixed1024::0,4,1.0,True,430
hitab,27ab4d16ec1a48dba09e58852471b5b4,1719,23,7,4,1719::fixed1024::0,4,1.0,True,946
hitab,e59aa116eb7c551fd07b62f6929b91db,914,18,3,5,914::fixed1024::0,5,1.0,True,681
hitab,6c0be575016f9ddbcf9bb01eb7961122,1725,9,3,5,1725::fixed1024::0,5,1.0,True,621
hitab,45633d7f3f330bdd26f8339f6b7f42e1,2003,27,9,3,2003::fixed1024::0,3,1.0,True,1024
hitab,ffa1048c4fd19fdf169221a74c63c58b,192_90_tab1,0,8,3,192_90_tab1::fixed1024::0,3,1.0,True,467
hitab,16ba974e1dd4d8a049033ae53aa6f9da,245,2,6,3,245::fixed1024::0,3,1.0,True,578
hitab,03ca7cfbe6e623fa607477d9f5c062a1,153_72_tab5,0,1,2,153_72_tab5::fixed1024::0,2,1.0,True,1024
hitab,65bde2afab77537dcf6e234597f43c6b,2749,2,1,4,2749::fixed1024::0,4,1.0,True,283
hitab,57d7d667a721de4ac68cc418812f68e9,914,7,3,5,914::fixed1024::0,5,1.0,True,681
hitab,dd0d62b55a3a11d826963f3b9f91d0f7,2003,28,9,3,2003::fixed1024::0,3,1.0,True,1024
hitab,a6bf1fcae110e6a45205dd743fa91135,406_totto46993-0,10,9,4,406_totto46993-0::fixed1024::0,4,1.0,True,623
hitab,cd4a5ee72c732d4245b1c2ffdb5f3157,919,5,1,4,919::fixed1024::0,4,1.0,True,447
hitab,79ed76c91f336d688d4d8331a79cde99,2003,4,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,c1def6f606b2b6402229ec68c40d87a4,1108,24,0,4,1108::fixed1024::0,4,1.0,True,783
hitab,dca5cd3ae728a90c6e08ab60612f994a,1904,3,1,3,1904::fixed1024::0,3,1.0,True,137
hitab,ca2a199d935c8f9d8486b2f12f6b8a0d,192_90_tab1,1,4,4,192_90_tab1::fixed1024::0,4,1.0,True,467
hitab,ece49429b4fab7098c0ec5523c66bfb6,2786,18,0,4,2786::fixed1024::0,4,1.0,True,963
hitab,85bced4bf635acd9eca1636af25d6d33,1904,4,1,3,1904::fixed1024::0,3,1.0,True,137
hitab,74671dd08c5422be08a2a9b385f66295,272_totto30841-0,3,3,4,272_totto30841-0::fixed1024::0,4,1.0,True,699
hitab,113774cb65bb41f10e2bb6ec124e5179,1804,0,1,3,1804::fixed1024::0,3,1.0,True,228
hitab,835fca9de8c0aa60b2c4fc1800d6985f,2564,0,2,2,2564::fixed1024::0,2,1.0,True,185
hitab,e6086657e52e0315b9d6e2d0755619f5,334,3,1,4,334::fixed1024::0,4,1.0,True,259
hitab,db11d2bea31bc4b40adf61bd41986033,307,4,0,5,307::fixed1024::0,5,1.0,True,175
hitab,cfd91d58830a56dc8c94004537450ed1,245,2,0,3,245::fixed1024::0,3,1.0,True,578
hitab,90a7ff05ab63889f20c3b32136e3bb05,1026,29,1,5,1026::fixed1024::1,2,0.4,False,241
hitab,fcbe088c54b2acb9f651087fdac1b2c4,2540,7,1,4,2540::fixed1024::0,4,1.0,True,1024
hitab,480c3b63bf36122ea2f691ea714e3251,2111,15,2,4,2111::fixed1024::0,4,1.0,True,461
hitab,ded239819a69ddef48a9b65ff00b02fa,2558,0,0,4,2558::fixed1024::0,4,1.0,True,190
hitab,dbf399b11e90d50da1657c92ddd31890,1561,16,1,4,1561::fixed1024::0,4,1.0,True,310
hitab,6c5c0108bcb5e8e8daf64ccb47e4418a,917,17,3,4,917::fixed1024::0,4,1.0,True,899
hitab,075684afc9b9ea7a16187d6f4eef8ce7,1126,8,5,3,1126::fixed1024::0,3,1.0,True,425
hitab,8b1eca6d2de547f3870f0c790124397c,1927,3,0,2,1927::fixed1024::0,2,1.0,True,1024
hitab,e3614218cfc3a3080ca8c231f0a9d771,578,9,2,4,578::fixed1024::0,4,1.0,True,288
hitab,e4c534b3a27384e53f06c70399989a68,2468,9,3,3,2468::fixed1024::0,3,1.0,True,579
hitab,e7973e65f2c480e2070241f08f1d13ad,1893,2,5,3,1893::fixed1024::0,3,1.0,True,220
hitab,663b114c588c6d335ae61884408433ad,345,0,1,4,345::fixed1024::0,4,1.0,True,1024
hitab,abd0f4b5af253ad81a6a37d007473067,2558,1,1,4,2558::fixed1024::0,4,1.0,True,190
hitab,f913e2822dee13043910ab1c653b80a3,50_totto5653-2,4,6,5,50_totto5653-2::fixed1024::0,5,1.0,True,273
hitab,b7e1e2e0e4c34e8b8de95531e2d5a59a,247,3,0,4,247::fixed1024::0,4,1.0,True,524
hitab,e4a763239725043eddb84a938c7847d0,914,7,3,5,914::fixed1024::0,5,1.0,True,681
hitab,0757eeca1a2071815dda7ed43d4193d6,307,3,1,5,307::fixed1024::0,5,1.0,True,175
hitab,0444ba87b34bcc053daf1871c0246cae,2314,1,4,5,2314::fixed1024::0,5,1.0,True,703
hitab,b0bab3a6863caa3e80b92956539374ca,192_90_tab1,2,2,4,192_90_tab1::fixed1024::0,4,1.0,True,467
hitab,484bff04b1cdb6da37eab7427b2c1468,2581,24,3,4,2581::fixed1024::0,4,1.0,True,1024
hitab,b2eb7af7ec329c01c54c1091dc4dcf3a,168,7,3,3,168::fixed1024::0,3,1.0,True,568
hitab,ae9c91e2b72da1948845d2b9c96be1f1,380,31,1,3,380::fixed1024::0,3,1.0,True,539
hitab,692a01072699a6f76f853aa40e3bcdf2,49_totto5524-2,12,4,6,49_totto5524-2::fixed1024::0,6,1.0,True,751
hitab,7972be31c87db7e5047434cf68f987ec,245,14,2,4,245::fixed1024::0,4,1.0,True,578
hitab,499c9df4b12e28b72491b8e01547d219,2401,50,1,4,2401::fixed1024::0,4,1.0,True,703
hitab,73512fe9ca199714fb81c28e5e4f8d45,200_totto23645-4,23,0,3,200_totto23645-4::fixed1024::0,3,1.0,True,680
hitab,054cd8efc893ef6088c10a3601d1a0b9,504_totto57658-0,3,12,2,504_totto57658-0::fixed1024::0,2,1.0,True,300
hitab,7b35312afdef310be6df10e1dd8d27a7,2337,1,0,3,2337::fixed1024::0,3,1.0,True,81
hitab,0cca10140b5fbb66e0ea36b36ff4efbf,358_totto40607-0,2,3,4,358_totto40607-0::fixed1024::0,4,1.0,True,593
hitab,70ac5b37a5c7e798b5461ac6c1398b1e,2083,2,7,6,2083::fixed1024::0,6,1.0,True,889
hitab,e78ffd814c19e1edaa4af4cfe6377880,344,8,1,3,344::fixed1024::0,3,1.0,True,319
hitab,c94d92c459553089d4cacf5aeb293904,1904,1,1,3,1904::fixed1024::0,3,1.0,True,137
hitab,ac1e7f9f8b3a52c23aebf5ae5d155a24,462_totto52958-0,0,4,4,462_totto52958-0::fixed1024::0,4,1.0,True,141
hitab,945c5038a2cf9d28d13e51ab58f1ddaf,247,1,0,5,247::fixed1024::0,5,1.0,True,524
hitab,227c9346228b91fd88ae0b556266d02a,18_127_tab2,17,7,4,18_127_tab2::fixed1024::0,4,1.0,True,795
hitab,62774989331a94f8d9cf2ae9b2615ba8,39_totto4429-2,4,9,4,39_totto4429-2::fixed1024::0,4,1.0,True,396
hitab,97103fcdad9188a6019a728c5ee3001e,2410,8,3,4,2410::fixed1024::0,4,1.0,True,616
hitab,8df0b2462592f528f6e319b4fa44562b,223_totto25762-3,0,2,3,223_totto25762-3::fixed1024::0,3,1.0,True,243
hitab,8b8e54e01ab4ae6c1c65fef434159ef4,2092,1,1,5,2092::fixed1024::0,5,1.0,True,370
hitab,4acbbaa2e4bc8216af2a79f8febe9f51,1724,3,5,5,1724::fixed1024::0,5,1.0,True,275
hitab,ddcbc230410d1b23a9e9f48c2d44783a,919,11,1,4,919::fixed1024::0,4,1.0,True,447
hitab,2b875db54e4364dce553e3cc68f8581a,487,10,0,4,487::fixed1024::0,4,1.0,True,1024
hitab,5acdd416226f4ef908e21d88ec65b14d,912,0,1,3,912::fixed1024::0,3,1.0,True,76
hitab,78b6b82a9726ed8ce5dcc400d075e149,2003,26,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,4b44bab6aed547f8b7397020c579ed1b,504,0,0,4,504::fixed1024::0,4,1.0,True,326
hitab,10911a997cda153329560b108ad7754c,2696,1,0,5,2696::fixed1024::0,5,1.0,True,625
hitab,aebe364e5c9a4d925c9061cac8f45f27,1956,1,3,3,1956::fixed1024::0,3,1.0,True,732
hitab,0914ce9059fa982758e4ea902bd4e365,1719,7,5,4,1719::fixed1024::0,4,1.0,True,946
hitab,9d51a2fcad18505c35c4729cc30b5223,478,10,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,6ae85192a38740cb9a5c98c85ad6ed4c,1804,11,1,4,1804::fixed1024::0,4,1.0,True,228
hitab,87d9e456b34221ae19ac5ef792f662a9,307,3,2,5,307::fixed1024::0,5,1.0,True,175
hitab,00825430a0f9a7e489f756b1b8927180,1304,7,0,4,1304::fixed1024::0,4,1.0,True,722
hitab,bcf8d64921a038b63434ad9d7c499fa9,1392,20,3,4,1392::fixed1024::0,4,1.0,True,588
hitab,5dfa269cc38e9bb2f7018692317a6d6f,296,3,0,4,296::fixed1024::0,4,1.0,True,1024
hitab,ae6e775e706a8c60cc6dd762518d12cb,1561,2,1,4,1561::fixed1024::0,4,1.0,True,310
hitab,c249bcd74fb6dc3b16a3c214b0fba6ac,914,18,0,5,914::fixed1024::0,5,1.0,True,681
hitab,b0502e2469f33f7f6bac2072a949688e,2092,2,1,6,2092::fixed1024::0,6,1.0,True,370
hitab,a0b117b1251a9356ebaef4167df6c962,2749,3,1,4,2749::fixed1024::0,4,1.0,True,283
hitab,02cd8929b9ac6271ae17261ce4482bac,1604,1,0,4,1604::fixed1024::0,4,1.0,True,165
hitab,e795633581be22fd3225823187af28cb,2754,4,7,4,2754::fixed1024::0,4,1.0,True,505
hitab,f4be0acbde72f2c9e0730f1c10e47d4d,2728,32,5,4,2728::fixed1024::1,3,0.75,False,1024
hitab,d6d54f85c0e8513edd955c47af5405a3,1335,7,2,5,1335::fixed1024::0,5,1.0,True,331
hitab,b4dadc77ed8dbfcb8b44f40f233f324e,406_totto46993-0,10,8,4,406_totto46993-0::fixed1024::0,4,1.0,True,623
hitab,0b50ea01b19ee635ebef5fc41c50e396,2212,10,3,3,2212::fixed1024::0,3,1.0,True,241
hitab,57c018cd30df47655db71f936d436e26,2320,1,2,5,2320::fixed1024::0,5,1.0,True,759
hitab,01be923d4bb0ebebd8d572b9e35c323b,1800,20,5,3,1800::fixed1024::0,3,1.0,True,793
hitab,f83c3a84519f556a8a6f87b2e5826601,192_90_tab1,5,2,4,192_90_tab1::fixed1024::0,4,1.0,True,467
hitab,3b9d3d40af655216f268d632bd0a0c04,917,5,3,4,917::fixed1024::0,4,1.0,True,899
hitab,a65a8ccd9be15186b32b17d209b3931c,2306,0,2,4,2306::fixed1024::0,4,1.0,True,77
hitab,27a4cc266bf440787f5480b9a91ec2e6,366,11,0,4,366::fixed1024::0,4,1.0,True,675
hitab,67f392f7284fa56c26e23005392c0e8d,2552,7,6,5,2552::fixed1024::0,5,1.0,True,311
hitab,e5da1b38ac7c1037739d298d88014a90,1719,12,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,7383721bf1f78a4e05a8a7bfe90f252e,1539,14,5,4,1539::fixed1024::0,4,1.0,True,796
hitab,753cc80d2f8e337f92442330102d8317,580_totto66474-3,3,7,4,580_totto66474-3::fixed1024::0,4,1.0,True,1024
hitab,54112a1929641994d1ea490ee88d60fe,2549,1,1,5,2549::fixed1024::0,5,1.0,True,527
hitab,8862f59db99997904734a0a59b30c1e7,343_totto38967-0,1,3,4,343_totto38967-0::fixed1024::0,4,1.0,True,333
hitab,fce4f261cc6ef813b5701f1236c0fc90,962,0,1,4,962::fixed1024::0,4,1.0,True,292
hitab,1b52083c3c0d00cd319d91b847968c8c,288_totto33063-2,3,3,4,288_totto33063-2::fixed1024::0,4,1.0,True,334
hitab,aab5cbcd8176ecf7e05303e44c6ad504,1561,4,1,4,1561::fixed1024::0,4,1.0,True,310
hitab,034c3a8dc026a8c03502f7e9b6478523,2658,2,0,5,2658::fixed1024::0,5,1.0,True,299
hitab,3c32c371928914a1abd1490a4ca7eac0,1256,13,1,4,1256::fixed1024::0,4,1.0,True,1024
hitab,e87418d4891e21f4c0a94c892b9e47a7,1725,9,5,5,1725::fixed1024::0,5,1.0,True,621
hitab,9cd327195b8f03ee34d46d4988404e75,763,8,0,4,763::fixed1024::0,4,1.0,True,258
hitab,d4cd70564800401e7bdea9218c0ffb40,2212,5,1,3,2212::fixed1024::0,3,1.0,True,241
hitab,33e572605e9ab689549bc68a681460cc,366,14,0,4,366::fixed1024::0,4,1.0,True,675
hitab,78ce8c9b3c72c553a225642de85c58a9,2003,8,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,18c142f36ea1b88240f0674972f020ec,2396,1,1,4,2396::fixed1024::0,4,1.0,True,1024
hitab,3dc8acbc2944b1fdf2b90d09e2a6afcb,18_127_tab2,9,5,4,18_127_tab2::fixed1024::0,4,1.0,True,795
hitab,f5cd81181cc2ef1e2f1bad1753328ca2,1800,20,1,3,1800::fixed1024::0,3,1.0,True,793
hitab,5c3b3ad9fcade7544f22ac5ddbcaa32d,917,16,3,4,917::fixed1024::0,4,1.0,True,899
hitab,b150a00c591518c6f01927834f904aea,274_totto31154-0,12,3,3,274_totto31154-0::fixed1024::0,3,1.0,True,322
hitab,fd28e4b7a8f773c57fd2fe14df053581,2003,23,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,6972ff479fb69d8993dfa0f9ab78f759,1724,1,3,4,1724::fixed1024::0,4,1.0,True,275
hitab,5dc702dd5eead859ae6e6de538d20833,2540,31,1,4,2540::fixed1024::1,2,0.5,False,606
hitab,b679b0b8d7b15bd289c449414fd41bac,2696,1,1,5,2696::fixed1024::0,5,1.0,True,625
hitab,31b4d67c704beda9b45c8fa9132a679e,1719,23,5,4,1719::fixed1024::0,4,1.0,True,946
hitab,015cb2f144ed2b607f1373df4d5ad811,123,2,7,3,123::fixed1024::0,3,1.0,True,679
hitab,a222a201b9ea37195f991d47e702fe36,1561,13,1,4,1561::fixed1024::0,4,1.0,True,310
hitab,bef7447547f288a7ebdf2cfce1d7fa96,2318,3,1,5,2318::fixed1024::0,5,1.0,True,309
hitab,0bf4a620afa32d1fbb3e20ac1f85adae,919,11,5,4,919::fixed1024::0,4,1.0,True,447
hitab,fa6a5f6fb978f41aed659c12ff7997f4,2749,12,1,4,2749::fixed1024::0,4,1.0,True,283
hitab,891f0f3ba66de01a95d487bcc8cfacd5,2424,7,6,4,2424::fixed1024::0,4,1.0,True,1024
hitab,09cbe08e665ec96e494f0dc824402dd5,675,1,3,5,675::fixed1024::0,5,1.0,True,613
hitab,184742c7eb9c9765618ce7d362e393e7,1256,11,1,4,1256::fixed1024::0,4,1.0,True,1024
hitab,1f18a659f1d88e1b5c75871be33f9abc,78_31_nsf20309-tab004,2,7,3,78_31_nsf20309-tab004::fixed1024::0,3,1.0,True,570
hitab,212abc6b824172c27a50da1ef0dc6863,2424,5,6,4,2424::fixed1024::0,4,1.0,True,1024
hitab,9914f1fbd7ecab4185f7bea5adb00fd0,912,1,1,3,912::fixed1024::0,3,1.0,True,76
hitab,fef762f3bd0d0aa801bded64fe181a53,2003,31,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,4b13cf2b5edc70cdd6ee7f2c491aa82a,204_totto23975-0,14,2,4,204_totto23975-0::fixed1024::0,4,1.0,True,425
hitab,c81134db64a98f22e28cddfb7de0a1a5,599,0,2,3,599::fixed1024::0,3,1.0,True,275
hitab,04b7a0a2da50af956f6c597b7f992499,146,1,1,5,146::fixed1024::0,5,1.0,True,473
hitab,76623f5cb640fd8d101af12bf0bad093,2301,2,1,5,2301::fixed1024::0,5,1.0,True,130
hitab,5faf572555019e9a05102223eb358f34,2314,2,5,5,2314::fixed1024::0,5,1.0,True,703
hitab,c62d06254f634624181c178f5e5d22cb,1719,7,2,4,1719::fixed1024::0,4,1.0,True,946
hitab,e9fcfd3dcd1583a5b9d352055d0af094,2549,9,0,5,2549::fixed1024::0,5,1.0,True,527
hitab,9f118420affc8c0f81cad5c3093c9260,2754,1,3,4,2754::fixed1024::0,4,1.0,True,505
hitab,13012cd5050e3e57ea47a632b4474134,2793,21,2,4,2793::fixed1024::0,4,1.0,True,692
hitab,799cebcc72b7393b5fc212e93810dc06,18_totto2233-1,0,4,4,18_totto2233-1::fixed1024::0,4,1.0,True,526
hitab,c74f70bdc1c97267fda8c6077f9723c5,410_totto47595-2,3,5,2,410_totto47595-2::fixed1024::0,2,1.0,True,169
hitab,e3a163c4627db7be87d09cea169e98df,389,3,0,5,389::fixed1024::0,5,1.0,True,417
hitab,54e137c307a06b7c2b4da5df37250cf5,307,2,3,5,307::fixed1024::0,5,1.0,True,175
hitab,0ed8384bb9ee20396fb844e72cf68377,49_164_tab2,0,4,4,49_164_tab2::fixed1024::0,4,1.0,True,756
hitab,d9d36903d7fe1bc2f964235ba3169044,1719,0,2,3,1719::fixed1024::0,3,1.0,True,946
hitab,644625e38de054364edb6fa14055874b,245,3,0,3,245::fixed1024::0,3,1.0,True,578
hitab,6fcc4c0876197f6415122fe8f6558bc6,914,4,0,5,914::fixed1024::0,5,1.0,True,681
hitab,4a1a9c34758ccc09ca8f5e0e3ee54d7d,9_11_nsf21304-tab002,13,3,4,9_11_nsf21304-tab002::fixed1024::0,4,1.0,True,569
hitab,a8e3cccd57cac43660dbafdb4f1e7374,962,5,3,5,962::fixed1024::0,5,1.0,True,292
hitab,03e6fc031af4a62d30f40c123b3ccc29,1893,0,5,3,1893::fixed1024::0,3,1.0,True,220
hitab,eef67d12e8bdf2e46c2f69efd8ec72dc,1893,4,1,3,1893::fixed1024::0,3,1.0,True,220
hitab,c5f8f285d81ec3f54bd836c8b8ea3eee,344_totto39078-3,15,9,4,344_totto39078-3::fixed1024::0,4,1.0,True,773
hitab,47d85b7882f9f3eaa0ef0096a5468423,129_totto15640-0,0,9,4,129_totto15640-0::fixed1024::0,4,1.0,True,854
hitab,33073338d0de2a0513fcfffb75249687,1304,9,0,4,1304::fixed1024::0,4,1.0,True,722
hitab,a6d23a1216e4f0151956e0363d49e929,1725,4,5,5,1725::fixed1024::0,5,1.0,True,621
hitab,a50d31b2de91bbfe6643c5534280a33f,623,4,2,4,623::fixed1024::0,4,1.0,True,145
hitab,1da17bbdb4440ad5770b76546f3d9113,169_84_tab1,6,3,2,169_84_tab1::fixed1024::0,2,1.0,True,446
hitab,65c38135ffb59008a582132f7162c172,2793,26,3,4,2793::fixed1024::0,4,1.0,True,692
hitab,5df63ed9d15cbc4cc1e3f23f3dbac74d,1724,3,7,5,1724::fixed1024::0,5,1.0,True,275
hitab,51c471293bc888683414b5e8e85d3d24,1643,11,3,3,1643::fixed1024::0,3,1.0,True,347
hitab,e29d9d1a65477f41118e29e98dc8a126,124,0,8,3,124::fixed1024::0,3,1.0,True,678
hitab,05b6945ab733c4bfffc7d48849a27d0b,2314,1,3,5,2314::fixed1024::0,5,1.0,True,703
hitab,5c041553817f0d74484f4bab4f334e5d,192_90_tab1,0,2,3,192_90_tab1::fixed1024::0,3,1.0,True,467
hitab,62e4d2eabcc360a6bc3072e41c01b70b,247,9,0,5,247::fixed1024::0,5,1.0,True,524
hitab,736028334903b8bc68801909e1644196,2728,18,5,4,2728::fixed1024::1,1,0.25,False,1024
hitab,9d2bee07603492dd9dfb086fb5b86cb7,578,8,1,4,578::fixed1024::0,4,1.0,True,288
hitab,413e3f9ae2741b829710f9dafae10f58,117_totto13514-1,1,4,3,117_totto13514-1::fixed1024::0,3,1.0,True,110
hitab,1fd516dc7ee6dd8531eb5c742e38a6b5,478,4,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,a3c6472e30f2c01e69d4f4a3a1f4110e,2314,1,7,5,2314::fixed1024::0,5,1.0,True,703
