query_id,gold_rank,esm,gold_table,gold_row,gold_col,top1_table,top1_row,top1_col,error_class
4c7bf63fc8eb99d96b07a9b96451ffa2,1,1,435,5,4,435,5,4,exact_match
4da86fe3885110088f2e5df76dd0bd20,1,1,375_totto43183-1,4,0,375_totto43183-1,4,0,exact_match
4df07fd51a0ee3c0b30e21180bcde1de,1,1,200,8,1,200,8,1,exact_match
4eb711dd5fc158e33fdddb87e3bc8c7c,5,0,367_totto42164-3,3,13,367_totto42164-3,3,14,wrong_column
4f2e1cf7dd690a75b6a11331ad2f28d6,1,1,1653,36,2,1653,36,2,exact_match
4f32f39dfa86e2ac0de84c3c7c27ff2a,1,1,920,10,3,920,10,3,exact_match
4f3bc771237c1d34141bebf662e677a9,2,0,319_totto36502-3,1,1,319_totto36502-3,1,0,wrong_column
4fc8252f9f0cf74b3f9b9e7f9ed195e6,1,1,209_99_tab3,1,2,209_99_tab3,1,2,exact_match
4fd004bd6d09f185587d8a4fb29341a2,2,0,666,28,4,666,28,3,wrong_column
500f10b29419dd5eb755f1e9e8b23910,1,1,349,0,9,349,0,9,exact_match
5049e3f43fa29d7a8a1abb7d21daf0a8,5,0,598_totto69076-1,4,6,320_totto36602-4,4,4,wrong_table
5056212bd06b06977172b43433889012,2,0,145,25,4,145,25,1,wrong_column
50a2d0534bc138b621a51f853ef4da3a,1,1,2775,2,4,2775,2,4,exact_match
50c7d991c0ee00f883f8aae714a0b15f,9,0,1729,14,1,1729,0,1,wrong_row
512d49119728fbfc25b7426bb381a28a,1,1,1473,0,0,1473,0,0,exact_match
513fa9c67330bde7f4e84ae2f696bf59,4,0,766,0,2,766,2,2,wrong_row
5161ea4485e685c471ce594cd933c749,8,0,1729,14,2,1729,0,2,wrong_row
51ce9c88f627aa9ca0a7287fa19e464e,2,0,145,10,1,145,10,4,wrong_column
5200d6cbd72bc037fb7b6b31e55dfd7f,1,1,112,3,6,112,3,6,exact_match
520986751d1daf9df7be5f16d6cbd169,3,0,358,40,3,358,40,2,wrong_column
521f5dd0786c7d02d97a384504b69b19,1,1,920,23,3,920,23,3,exact_match
5228284768cb3050ec96d9b57f1a9edd,1,1,2062,27,1,2062,27,1,exact_match
52a55db20d2dd35d7b8cf350aeb1262b,6,0,1397,11,0,1402,34,0,wrong_table
53a65d17907266421b5746f1553374b8,1,1,1356,5,3,1356,5,3,exact_match
53d55bb95e59c205bfaa4045ca664af7,1,1,2767,31,0,2767,31,0,exact_match
543d8e71ac90940dcca360ce7e6aac84,1,1,1140,1,7,1140,1,7,exact_match
54dda6e832b100e008a9ca7c318c6445,1,1,212,1,1,212,1,1,exact_match
5527f2d80537b7f44cfcb241d27fe550,1,1,65_20_nsf20316-tab001,4,1,65_20_nsf20316-tab001,4,1,exact_match
55812efd5c346f7fa232a2c01775233a,1,1,2769,3,3,2769,3,3,exact_match
55992a23869dd653b3b818ccbcacd4a1,3,0,241_totto27420-4,3,5,255_totto28913-0,22,12,wrong_table
55be570cdc63928b8c4ae7275cb84d31,1,1,211,3,0,211,3,0,exact_match
56548861df76f2cd50ce25e74cb910fb,21,0,349,4,1,347,9,11,wrong_table
56c752e3ea24c61a4e4fa5d71c4c5b98,2,0,2446,9,0,2446,9,5,wrong_column
57d2267e0557f278a4e54354ecf15142,1,1,26_138_tab1,0,5,26_138_tab1,0,5,exact_match
57d468e0ad6a2a8520712be7ec8cbcd2,9,0,257_totto29093-4,2,7,257_totto29093-4,2,0,wrong_column
5803f3826186ee3a261868a9fd31df76,1,1,1833,3,0,1833,3,0,exact_match
5839d6a5a46d6c60a36aae0f3884f5e3,26,0,751,18,1,751,19,0,nearby_cell
584e4d960971437dba9edf31d69a114a,59,0,2352,41,0,2352,17,1,same_leaf_header
592889035cbfbd03fd4d51458e44a098,1,1,2103,25,1,2103,25,1,exact_match
59731781c9348924886917ea26558edb,69,0,180_totto21360-3,1,3,303_totto34868-3,8,3,wrong_table
5995b7ddab790244673919b2ee8cc648,1,1,425_totto49081-0,0,0,425_totto49081-0,0,0,exact_match
59ecc2349c6ea20e62cee7b2633420de,9,0,5_totto638-4,6,1,5_totto638-4,6,0,wrong_column
5a001453c89099de424dbed16720fb31,2,0,1771,9,1,1771,13,1,wrong_row
5a07afb90ddf33982435d08b10b68a5d,1,1,444,2,3,444,2,3,exact_match
5a49c629798990b6e9a26703f274a152,1,1,1336,15,4,1336,15,4,exact_match
5a60c10095f261f69212b65c986a8d31,1,1,144_69_nscg17-ib19300-tab002,3,2,144_69_nscg17-ib19300-tab002,3,2,exact_match
5a861345d2206d0a52f25933614cbf61,1,1,2543,13,0,2543,13,0,exact_match
5af2bd9d5712731fdafb66e6af0b40fb,1,1,143_69_nscg17-ib19300-tab001,0,0,143_69_nscg17-ib19300-tab001,0,0,exact_match
5b9adc53e6fe64a3c4ce2c101b9145e5,7,0,933,9,1,933,15,1,wrong_row
5b9e07da9ea1e4160d4fdd598818d275,1,1,1723,8,7,1723,8,7,exact_match
5ba26e2d7028c67b4d99bd1c5504a78c,7,0,71_totto8450-4,0,1,71_totto8450-4,1,1,wrong_row
5bbead0227b70f6a625abf5986a91614,1,1,170_totto20195-2,5,3,170_totto20195-2,5,3,exact_match
5bcf9d3ce0710f037ad102a74f29cccc,1,1,1469,4,3,1469,4,3,exact_match
5bf2493cf242f7aa1a70778b6e316df1,1,1,323_totto36801-2,1,0,323_totto36801-2,1,0,exact_match
5c0959f0903584ea522a48d58f5006ba,1,1,1219,14,0,1219,14,0,exact_match
5c146e18a1e3b336c33c7411414b0cee,1,1,102_53_nsf19315-tab001,9,0,102_53_nsf19315-tab001,9,0,exact_match
5c28be09dd72a027f813f0cec4655869,1,1,1336,48,2,1336,48,2,exact_match
5c2d4206cead6a00b7596d72445dbd60,3,0,128_totto15628-4,0,4,235_totto26748-2,8,1,wrong_table
5d03c235b64b152eff59daaeee3f3ff4,1,1,590_totto67670-0,1,0,590_totto67670-0,1,0,exact_match
5d2192a16b8eeb27cd47745a000dd11d,1,1,1496,39,1,1496,39,1,exact_match
5d2388cb0f4cad375c16033b149e5184,1,1,601,1,0,601,1,0,exact_match
5d6f9fb5f899faa422bcf403144a980b,1,1,133_64_sdr17-ib-19307-tab003,6,4,133_64_sdr17-ib-19307-tab003,6,4,exact_match
5d83157ab36434722d75bc48aa766684,1,1,557,35,0,557,35,0,exact_match
5dcac6754d11975fa3930f439ebb0c55,7,0,1602,6,2,1602,7,1,nearby_cell
5dd3fec581f2e2b614b1c9d792723492,46,0,358,24,2,358,37,2,wrong_row
5e0176fc5ef293e05e0adec1834e9ba1,1,1,55_167_tab03,0,3,55_167_tab03,0,3,exact_match
5e67fb36f15d3a45f3de600cb276dcfa,1,1,2769,1,3,2769,1,3,exact_match
5e9ced0bf3c1a05e1af49fc8a1564c13,1,1,1289,28,0,1289,28,0,exact_match
5ed2092dc316cd1060604cbb186859dc,15,0,65_20_nsf20316-tab001,9,1,56_173_tab1,0,6,wrong_table
5f15bb0bdbd99fee28e3a2c174a9376a,38,0,460,9,0,473,2,1,wrong_table
5f27a42e7af7ab583cc23f200d1d3ea2,17,0,374_totto43034-1,0,3,374_totto43034-1,7,3,wrong_row
5f854a40ecb198774d813ff2964ab33a,2,0,1902,3,0,1902,3,1,wrong_column
5f99f86431d34a5f7fb933f284dbf17f,1,1,2546,26,1,2546,26,1,exact_match
5fd460f62e8f2d81508f1266ff126e94,4,0,1515,23,2,1515,23,0,wrong_column
5fe2934ead520c25e97acbe048619037,2,0,88_totto10036-1,11,1,88_totto10036-1,11,7,same_value
6014e8fab5e64e5d1704f20b73df45c9,1,1,59_totto6844-0,4,0,59_totto6844-0,4,0,exact_match
6062ffb190b9926c47fa663db94abeff,1,1,337_totto38199-0,4,8,337_totto38199-0,4,8,exact_match
608750fa3c9822027c548a9d27e268f4,1,1,2547,14,2,2547,14,2,exact_match
60dc6b768d8e242b810abbc495f6bfec,1,1,557,13,0,557,13,0,exact_match
61143c012eadeb4070c9f6ce7072fa8b,12,0,105_54_nsf19316-tab003,0,7,105_54_nsf19316-tab003,39,7,wrong_row
6131fa89d356092f30638a4cfa87e672,1,1,147_totto17602-3,14,10,147_totto17602-3,14,10,exact_match
6142816e85738dc6bd03e9e2d7b547b1,1,1,947,29,3,947,29,3,exact_match
614ce320e3b330cd99c1360131d01d1d,1,1,1340,0,3,1340,0,3,exact_match
616c7485444528e0c2e4b3a08ec733a2,1,1,2767,31,2,2767,31,2,exact_match
61801ed63c196b48aa06c3980321c52b,1,1,240_totto27228-1,2,0,240_totto27228-1,2,0,exact_match
61c5bc8c833bf6ec0d6c96b447424b8b,3,0,186_87_tab5,0,0,186_87_tab5,12,0,wrong_row
61ee931831675c1afd8a8a886df4027c,1,1,457_totto52605-1,2,4,457_totto52605-1,2,4,exact_match
6212e7e804400c635133bec9b7196147,31,0,50_164_tab3,2,1,48_164_tab1,0,4,wrong_table
62f5cbd18ef541186383c194c78cd0b4,1,1,1723,8,3,1723,8,3,exact_match
63293776b58761839a8172ed8e114c23,3,0,342_totto38911-1,0,1,342_totto38911-1,0,4,wrong_column
636ac4e9b948fe06a54df935f639a951,12,0,65_20_nsf20316-tab001,5,1,65_20_nsf20316-tab001,28,1,wrong_row
63728aa6d540ab921547dde59cd18830,27,0,1913,9,2,1496,34,8,wrong_table
63dcd68a11a55c23056f152dbff64f90,1,1,1653,1,1,1653,1,1,exact_match
6505ce180ee57d845385643242accfcc,1,1,241_totto27420-4,3,3,241_totto27420-4,3,3,exact_match
6516fa0f2cca1bee4dd3525e6ebb239e,4,0,2775,11,4,1223,10,7,wrong_table
6575d4efd8d4247b85a1218a67a4ca25,26,0,751,12,1,751,13,0,nearby_cell
65bb70cdf38843dc059f261c21cc2b30,2,0,36_totto4159-4,3,7,36_totto4159-4,3,5,wrong_column
65c87738e72da590916d26b2cdb30f80,1,1,1140,2,7,1140,2,7,exact_match
662da1585328e733b700c9f82f015b54,2,0,280_totto31945-0,4,2,433_totto49957-4,9,4,wrong_table
665c8496f9d64be7c8610a316e27dcb1,1,1,2775,5,4,2775,5,4,exact_match
666fabfd50d75357257f262516c20fc5,1,1,1979,1,2,1979,1,2,exact_match
6678f9d63437555436ffa693500ff2c9,9,0,2071,6,4,1663,6,3,wrong_table
66952297107be7ca9ad1cdf7d73fe023,4,0,546_totto62564-2,2,2,452_totto51788-0,2,6,wrong_table
66acd2dc5d61ca374d80267450418220,1,1,1140,5,7,1140,5,7,exact_match
66c29ab184bf562d14c3b2967e751540,1,1,491,7,0,491,7,0,exact_match
66e2e8c1e337989d80c6eee7f44d95a6,11,0,248,7,6,248,4,6,wrong_row
67318f068fdd824a6991ec1771e56097,1,1,143_69_nscg17-ib19300-tab001,0,1,143_69_nscg17-ib19300-tab001,0,1,exact_match
6768cf7a661e47018be6a5f65a610cce,1,1,1397,21,0,1397,21,0,exact_match
6783e1478d93476fbc73c4862f6d71ac,6,0,203_totto23892-1,0,0,203_totto23892-1,6,0,same_value
6799af69eface495e563a22f595654c2,1,1,209_99_tab3,4,4,209_99_tab3,4,4,exact_match
67dfe9765a873d1ae80e18ad2f0290f9,1,1,488_totto55611-2,3,3,488_totto55611-2,3,3,exact_match
67f51c74d5bfb2a95b2dc1a915f2e858,1,1,1140,4,7,1140,4,7,exact_match
6809b968d728bb35cf899becff0d1e42,1,1,312_totto35908-4,13,3,312_totto35908-4,13,3,exact_match
6818d4c8135e021035542b8f6475042f,3,0,358,48,3,358,48,0,wrong_column
681dba9c7d1609c8771e0f971160f1bc,1,1,1180,10,1,1180,10,1,exact_match
684a97703d7fa28f08dd8f8e35cd769d,1,1,1771,6,0,1771,6,0,exact_match
6865a3e4d9b07ecb52e59a3e8ab636ff,1,1,669,0,4,669,0,4,exact_match
68baaabf68a88f43deaea9b35ca450eb,1,1,26_totto2898-2,24,1,26_totto2898-2,24,1,exact_match
68eaeef17a05268e1f14d7392447f6a3,15,0,1653,26,0,246,5,1,wrong_table
6913ec6f700718cf73f0fabd7c7f9d53,2,0,209_totto24432-0,1,3,209_totto24432-0,0,3,wrong_row
6939086016c92b318fe710ce09fcaea2,42,0,2719,5,0,2720,8,1,wrong_table
693ec89b19900fffdbcd05cd8eb354fb,17,0,65_20_nsf20316-tab001,9,0,56_173_tab1,1,6,wrong_table
69451a097a8d11763f6cafcc5c5eb5f4,1,1,485_totto55222-0,5,12,485_totto55222-0,5,12,exact_match
698dc72e8564a0fdea5ec3586a7a2b3d,10,0,1771,9,0,1771,6,0,wrong_row
69d5f68732bff4eee4293d32eea6cffb,1,1,435,3,6,435,3,6,exact_match
6a49a7ff2dfde1e5a8876b79f53cbf15,1,1,358,1,2,358,1,2,exact_match
6a952ac8b6ed03e2f11ddbe8187ec797,1,1,1336,54,2,1336,54,2,exact_match
6abc08f12a53bdc02931417721272a10,10,0,270_totto30539-2,1,3,270_totto30539-2,1,5,wrong_column
6ae40522d8b700813cf2dffc97d1796c,23,0,2441,19,2,2441,19,9,wrong_column
6b9952bbdfc5b91a2044860a31b3c42b,13,0,572_totto65522-2,3,8,572_totto65522-2,2,8,wrong_row
6bb04b8b8d0821f9461cffbed2f32559,1,1,920,11,0,920,11,0,exact_match
6bfbd8a440d0558ecddc50b6f75c3d66,1,1,112,2,6,112,2,6,exact_match
6c5e3305e68a3d1e1565958ca0a55331,1,1,601,10,0,601,10,0,exact_match
6c701532b7c5e98bc3ce9b4f86d822d2,1,1,565,1,0,565,1,0,exact_match
6cb20e03562c9fbea0ec400c626bea0d,1,1,1723,5,3,1723,5,3,exact_match
6ccd45bb903283786b6d3296415d8344,1,1,2102,4,0,2102,4,0,exact_match
6ce307f056e2777b5f2fa6e1e74b6fc0,2,0,751,2,3,751,2,2,wrong_column
6d0f2c0d6c22848f58045e13002d34cf,1,1,1402,19,0,1402,19,0,exact_match
6d50d436ecbcf6e91a4608d9210b19b5,6,0,707,7,0,707,7,7,wrong_column
6dd179bd2fd7503c7992ff5a53667b75,1,1,1602,6,1,1602,6,1,exact_match
6dd8522711a1e6a59fc7e803921f4f0f,2,0,1525,0,1,1525,4,1,wrong_row
6ddbd8fa5b1c1c304939cd929e81a8af,1,1,1494,1,1,1494,1,1,exact_match
6e0437c0db05f5df365de4677a6d146e,5,0,1516,30,2,1516,30,0,wrong_column
6e2936a167b84495d0867b45b7c52139,1,1,2546,26,0,2546,26,0,exact_match
6e349fb0dd2437f259c0a31b7466d9bc,1,1,1057,4,6,1057,4,6,exact_match
6e65a53ad230635e3f9e6d6aaaf00578,1,1,2755,0,1,2755,0,1,exact_match
6ecbdebaf7ed35c368e121c972027a63,1,1,557,16,0,557,16,0,exact_match
6f346dc2b5d19e1dea14383e9c1509fc,1,1,1289,30,0,1289,30,0,exact_match
6f4db160374afb74cb029b890c1dad13,1,1,1404,10,0,1404,10,0,exact_match
6f6c406a0ed987e0fe507bc434c02a46,141,0,707,0,8,707,3,7,other
6f9b423442c3fc814b8159d30757544e,1,1,2731,0,6,2731,0,6,exact_match
6fcebcf499a7f7106400ac2d33cdd048,28,0,1534,11,5,1404,22,1,wrong_table
707b309cdc2e4cb2561ed37e1204e5c6,1,1,143_69_nscg17-ib19300-tab001,21,0,143_69_nscg17-ib19300-tab001,21,0,exact_match
70ae9afc520ee2e89265f97e19ed71dc,1,1,491,13,0,491,13,0,exact_match
70e7b08c9a5687a469efce53af7f8ee8,1,1,1223,13,6,1223,13,6,exact_match
70fec747de80ec88b6e27346043f535a,1,1,2009,10,2,2009,10,2,exact_match
71667136d41e861dd3bd0720554a8d56,1,1,1723,1,7,1723,1,7,exact_match
716cce9d4cbc2cddc85cb0d447676b06,1,1,1291,2,0,1291,2,0,exact_match
71b2074b8fabd4e6d561e419a2b789d5,1,1,1112,0,2,1112,0,2,exact_match
720400dbd676215f7738b45c4c276dd1,1,1,933,7,1,933,7,1,exact_match
7209c89d69ea85eb967932e089d38498,1,1,358,27,2,358,27,2,exact_match
720e2c9c6caa13f0942e5bc2e444d498,30,0,751,0,1,751,0,0,wrong_column
7214c0647639cb7dac82c4e14d5568a0,1,1,246,0,3,246,0,3,exact_match
72454ef48b3f915b360d9a4e9b688370,1,1,346_totto39260-4,6,0,346_totto39260-4,6,0,exact_match
7253ec462587d8d541b52f1982bde1ed,1,1,112,7,4,112,7,4,exact_match
7288f0e42e39c573c5bf00f3769448b0,19,0,1913,9,0,1496,34,8,wrong_table
72b1408831ee460b70bcc0f984120226,1,1,1902,1,4,1902,1,4,exact_match
72ce793a108b5e3e98a4e5fa2aa8c605,1,1,1180,10,5,1180,10,5,exact_match
72d46d1dc5ccdc999dcecf9344326a4a,1,1,1729,22,1,1729,22,1,exact_match
72fe3ca6c01d6dcf81de0112677e08e6,1,1,1188,6,1,1188,6,1,exact_match
735d8415e0bc43dd4d2ccac0d67ed6ab,1,1,2297,4,4,2297,4,4,exact_match
7380ff5eaeb2557b7a549b68f014e2a3,95,0,1534,20,6,2297,4,2,wrong_table
740f9f6c1bdb9b86b35d8a7a29b73723,1,1,1902,2,4,1902,2,4,exact_match
7416d62ee4056cbc9fee14d65e3b1649,1,1,248,1,6,248,1,6,exact_match
74365f13a6c708150704ccfd1c5e9a58,2,0,764,13,5,764,10,5,wrong_row
74917864c12828c55b0850b0d3e403ca,16,0,555,5,14,555,5,2,wrong_column
75dd469414bbc98ada4d44d9d206da97,30,0,1771,5,0,1771,2,0,wrong_row
7682b95b7c74164664a19a6e1eb1ba87,1,1,1180,14,5,1180,14,5,exact_match
76e51a7a2eedbe940d512a5283cd91a4,1,1,48_164_tab1,9,4,48_164_tab1,9,4,exact_match
76f11e0e5ab80386f96fcf2f3ae0e651,27,0,212,0,2,1979,6,8,wrong_table
77190745ff98299b3eb8bab6f631addf,2,0,1852,4,0,1852,4,1,wrong_column
77ee3322a27b0e509dbea4675f37bf4c,3,0,417_totto48261-1,2,2,417_totto48261-1,2,1,wrong_column
7830eca2a7b161ca6d40dd8dc40418eb,1,1,1195,7,0,1195,7,0,exact_match
78494cbb42804decd6ebc72ef4285373,1,1,1184,3,2,1184,3,2,exact_match
78996466027c7926725139068a581ee7,1,1,2022,3,5,2022,3,5,exact_match
789f31f16f65c8c08e6fa42ebf473cb6,1,1,2755,2,0,2755,2,0,exact_match
78a19d0e2e5a0ad6398d3389b7d46e98,108,0,565,3,0,1653,6,2,wrong_table
796a9e02d14e067aab2dc64c096af2da,6,0,99_totto11739-3,4,0,99_totto11739-3,2,0,wrong_row
79d285ffb83f5fecaea5313da86808ef,10,0,2775,7,4,2109,6,8,wrong_table
79e0d4b2081adf1b964e1bdb6a23ecf0,1,1,358,42,2,358,42,2,exact_match
7a1a08bc849e24129f0e3033326e1699,2,0,104,1,7,104,1,9,wrong_column
7a28be2ce637e19601d7ca9e98b6eaed,1,1,433_totto49957-4,6,4,433_totto49957-4,6,4,exact_match
7a87799a5d5b5c76b365a214ad483014,1,1,349,1,9,349,1,9,exact_match
7ac85caccae15c880631966f7198328e,2,0,56_totto6364-3,1,7,254_totto28822-1,1,7,same_value
7b25085a01c39675a528f1bd4498c271,1,1,1004,3,1,1004,3,1,exact_match
7b339743acc5ed6048f288e65be537e8,2,0,2309,7,1,2309,7,0,wrong_column
7be43d0d3dab8aa3e3f59b615163391d,1,1,248,1,4,248,1,4,exact_match
7be5f74fd39992734615db65bf4a89ea,4,0,153_totto18518-3,9,8,153_totto18518-3,8,8,wrong_row
7c2d4c7010f3d02a4cb5b1da1c4313a4,710,0,947,0,3,947,0,6,wrong_column
7cb39f8e9e1f9282f1b169f390345306,72,0,2719,0,3,1683,6,0,wrong_table
7cdceff254be1021793fdb48787690a4,1,1,933,17,3,933,17,3,exact_match
7d99dad6417a4e663f41554ba9dff9ab,1,1,39_totto4419-1,0,8,39_totto4419-1,0,8,exact_match
7e219631e368d1182a5f83a2ce391248,2,0,1336,40,4,1336,40,3,wrong_column
7e654bf545cd32937e5f02d78e31bfdf,1,1,2297,4,0,2297,4,0,exact_match
7f38b0d10f42a61b82d00ef90c73642e,2,0,2481,13,3,2481,13,0,wrong_column
7fb14f32b233aebd6e14ffa0d9c08eff,6,0,764,1,0,766,1,0,wrong_table
8003725c5014ccfb43c91c7f71adba1c,1,1,358,22,2,358,22,2,exact_match
80433c0d637aba356d0799c70c21bd94,41,0,14_totto1734-1,7,8,14_totto1734-1,2,8,same_value
807de0d73a2e93a47c0285076a28b749,5,0,1516,31,2,1516,31,0,wrong_column
80c38d49db1bf09763e4f2098b8a61c7,2,0,764,13,4,764,10,4,wrong_row
80c45c50799d839cc98342c16a92c9a9,1,1,282,0,0,282,0,0,exact_match
810c706ff53b4354f9608002319683b9,11,0,771,1,0,751,14,0,wrong_table
81457bcaa029944f975a60a0e7458951,2,0,509_totto58220-0,20,8,509_totto58220-0,20,5,wrong_column
81616e1d484b20893c903452a3709a81,2,0,1397,8,0,1397,8,3,wrong_column
82062493ef95acaf85f1a8f90f544b2f,16,0,555,0,14,555,0,9,wrong_column
8211a98aecbc1d4a684ca73072106c48,4,0,766,0,0,766,1,0,wrong_row
824a8bdf804fdb849661023031717a2d,3,0,1219,12,0,1219,51,0,wrong_row
8275f3e1a05bb285e6f70c2890b2690a,1,1,48_164_tab1,9,3,48_164_tab1,9,3,exact_match
827f7807986dc649ae09d63d933b857a,1,1,2481,10,0,2481,10,0,exact_match
82a203d619d0a54a3595fb3be70ed026,1,1,358,25,2,358,25,2,exact_match
82aebdedc396b9e9492063c3d1c84039,1,1,212,0,1,212,0,1,exact_match
830f75a2858e7a6591a1e4a9555c2db0,5,0,393_totto45403-4,18,0,393_totto45403-4,18,5,wrong_column
83993d23d4a5b4e641a2d071bf62717e,1,1,145,25,2,145,25,2,exact_match
83e3216d9d1a07c9c0d9cdb3ea0c4dce,2,0,453,25,1,453,25,6,wrong_column
83fb7aa318292a375c5157253e319330,5,0,246,6,2,246,5,2,same_value
840333fa78a4c9cf78a78bd7e97d3485,1,1,282,6,0,282,6,0,exact_match
849ec39f3d4511626f655e6b11415eb0,1,1,358,7,2,358,7,2,exact_match
866519b1e2e6fca0dd734f39f45b1703,6,0,455,26,1,455,26,6,wrong_column
86807959114522c19154142a173027dd,1,1,566_totto64769-2,6,10,566_totto64769-2,6,10,exact_match
8750819c6f131c1b483695eb16d3febf,1,1,1356,5,5,1356,5,5,exact_match
87cc5136c950c145c2038896bdf0519f,1,1,399,1,2,399,1,2,exact_match
87d5bb0d18f57749aaa5af6e4a85acc2,1,1,149_totto17951-3,2,2,149_totto17951-3,2,2,exact_match
87f2b352461f0ff92d52dcd813d5a61c,1,1,362_totto41293-1,20,0,362_totto41293-1,20,0,exact_match
8812c715ea0e6be6575484c5a3f94f60,1,1,2022,25,1,2022,25,1,exact_match
886054ea7dbdeabcafe9fe2b3d727d22,1,1,543,27,0,543,27,0,exact_match
88a01f4968d5710eff622d5787a50b4f,1,1,2755,1,1,2755,1,1,exact_match
88b148bb59dc58e4b182a83c5f8ec15f,1,1,1195,12,0,1195,12,0,exact_match
88ebf9e32177a2eefa55377f5ec9565f,9,0,1979,2,6,1979,3,7,nearby_cell
88efe22cd1f0de7930cf4233de8fd10a,1,1,99_totto11690-2,14,7,99_totto11690-2,14,7,exact_match
88f5cc45bc72426ffaee7f7af26bb3f4,2,0,716,1,0,716,23,0,wrong_row
88f7b783c4cf4c75f8ae9e12b5ce6d36,107,0,181_totto21471-3,21,1,181_totto21471-3,21,8,wrong_column
890ad90c8a12c89470571bce679b0eda,10,0,557,47,0,491,11,0,wrong_table
891810860d7ecd4a1e26f8a2d15a4f6c,1,1,920,11,3,920,11,3,exact_match
89453ddccbe58b464325aa14323175f6,1,1,1723,8,5,1723,8,5,exact_match
89bab78aee8ef8065330506d7128f3f6,735,0,557,43,0,1057,5,0,wrong_table
89bbd8e130cf72f7a5ec39227ae4dbf4,3,0,1219,1,5,1219,14,5,wrong_row
89d795af3b84d4ef29b018ef0c6a6574,2,0,2103,20,1,2103,21,1,wrong_row
8a1d93d446f71153fba45035968a0d81,2,0,1312,5,2,1312,4,2,wrong_row
8a58a6662285feaed14c8d7cae5322a5,1,1,211,4,0,211,4,0,exact_match
8b3cf29b9259385318f45cc6147034e4,1,1,1057,4,0,1057,4,0,exact_match
8b68c64b08884faa9593971985495e55,1,1,1291,1,0,1291,1,0,exact_match
8b8489723fafb3df444ec54c553d0cab,1,1,434_totto50089-4,3,11,434_totto50089-4,3,11,exact_match
8c039042b37601085dc1bfbeeb75c684,1,1,1417,14,2,1417,14,2,exact_match
8c07dd3fb14be97d86e5b6f33994e04a,1,1,100,3,3,100,3,3,exact_match
8c30383b79d05359f5a509ac8f35890a,2,0,1048,5,1,1048,5,2,wrong_column
8c6659d7523add6309a2b1ac84047402,3,0,1336,40,3,1336,40,2,wrong_column
8c6b2a65964e7c2eac14335c042353e2,1,1,933,15,1,933,15,1,exact_match
8c76f0f2d03acf9ce2bc0f628643fbd5,1,1,2720,1,4,2720,1,4,exact_match
8ca8a3e0c398499015a8d4f5d34cad46,1,1,920,9,3,920,9,3,exact_match
8cd6d63b2fd322e51437a6fb2a744c9f,1,1,751,17,3,751,17,3,exact_match
8d342a9f7f915d694344fc79d26c7bd7,1,1,223,11,0,223,11,0,exact_match
8d4b27ba5b1dff9a8c1bd74970f76412,1,1,1534,22,3,1534,22,3,exact_match
8d8eddc27faa6a4f35f55f491a1f378b,1,1,1404,10,1,1404,10,1,exact_match
8db22461be5d09fe27d62d3b758fad97,1678,0,120_totto14023-2,1,0,39_totto4486-4,4,6,wrong_table
8de0568a39ff7a040d3a85b767645b6b,1,1,1140,3,7,1140,3,7,exact_match
8e41bf48220d3ec31e7eb2367c58d82d,6,0,565,4,0,1631,1,3,wrong_table
8e8e18221bf2e490aad64e9718e09a4f,1,1,1312,4,2,1312,4,2,exact_match
8ec692fe85b783ce8c4caf34842f4335,66,0,1077,9,4,1077,8,2,other
8efb9d4f286539e38cd2562c470fa426,1,1,370_totto42695-4,1,16,370_totto42695-4,1,16,exact_match
8f3c7be44e9139dca93c18cd2afab38c,5,0,530_totto60719-1,2,3,124_totto14730-2,1,6,wrong_table
8f9924f28806dbccb0fb226bc413d411,1,1,248_totto28105-2,2,3,248_totto28105-2,2,3,exact_match
8fac1834a0cc4247ca96d7ecbf7ecec3,1,1,1290,0,0,1290,0,0,exact_match
8fdf4a76d4b25bea0c8a9ac18e26f3c1,2,0,501,3,5,501,3,0,wrong_column
9030ce3b56df97f7788380d417e2afd2,1,1,1289,31,0,1289,31,0,exact_match
903ed0fbab63d0e128d70d42bfe2ebb1,9,0,2022,17,1,2022,16,1,wrong_row
9050581a2a68443bd1d4ab5e1e5deab2,1,1,2537,9,0,2537,9,0,exact_match
9088c0f1bf3ad1741c892a5efc9136bb,10,0,771,2,1,771,11,1,wrong_row
9153cfd6dfaa8e608676f7d565ab537f,1,1,2656,2,1,2656,2,1,exact_match
917cfee0cbe27bbd8b650c07fc832fa7,5,0,1515,22,2,1515,22,0,wrong_column
91de8ef05b3fe7d7c34e3365fe5dd7f6,9,0,83_totto9457-0,3,0,83_totto9457-0,4,1,nearby_cell
92734e3ee778989570251ce1c6be30bc,57,0,2441,21,2,2441,42,9,other
92d10a230899b408acaca7f2ceba41b3,1,1,505_totto57901-4,34,8,505_totto57901-4,34,8,exact_match
9322fa72263a2ebbed279e9d65f9e04c,11,0,452_totto51788-0,1,3,546_totto62564-2,1,6,wrong_table
9326d7fe35800611c9dca65a83f8c931,1,1,2755,0,0,2755,0,0,exact_match
9357994723f90e48c4cd994d0412239c,5,0,1516,42,2,1516,42,0,wrong_column
93e4c3b030c1850e6569527755de4be9,1,1,501_totto57234-0,0,0,501_totto57234-0,0,0,exact_match
940dc7619ddc57ce0eaec62e1661be8b,1,1,513_totto58801-4,14,4,513_totto58801-4,14,4,exact_match
