query_id,gold_rank,unknown_rank_original_scan,esm,gold_table,gold_row,gold_col,top1_table,top1_row,top1_col,same_table,same_row,same_col,error_class,gold_row_path,gold_col_path,top1_row_path,top1_col_path,dense_score_gold,dense_score_top1,margin_dense,hybrid_score_gold,hybrid_score_top1,margin_hybrid
36535ed21992a90562ba03c35e6e4eab,1,0,1,1553,12,1,1553,12,1,1,1,1,exact_match,percentage > province of residence > quebec,daily > 2013,percentage > province of residence > quebec,daily > 2013,0.789697,0.789697,0.0,1.0,1.0,0.0
366197ae5f94fdf1e06ea260325a9e77,1,0,1,291,12,1,291,12,1,1,1,1,exact_match,education > less than high school,1996 > percent,education > less than high school,1996 > percent,0.670721,0.670721,0.0,0.979813,0.979813,0.0
36a798344a07bd42ce54e7ae621da71e,1,0,1,751,5,3,751,5,3,1,1,1,exact_match,toronto cma > richmond hill,largest visible minority group as a percent of total female population in each cma/municipality,toronto cma > richmond hill,largest visible minority group as a percent of total female population in each cma/municipality,0.761331,0.761331,0.0,1.0,1.0,0.0
371261f3650bc85d818ae1c36e270df2,1,0,1,1404,11,0,1404,11,0,1,1,1,exact_match,% distribution > economic class > family class,male,% distribution > economic class > family class,male,0.749555,0.749555,0.0,0.983712,0.983712,0.0
37f89641cde6f1a39ab1873bc6e9181a,18,0,0,1195,2,3,1195,2,2,1,1,0,wrong_column,percent > canada > french,2036 > high immigration,percent > canada > french,2036 > low immigration,0.703942,0.759437,0.055495,0.895101,1.0,0.104899
385b6a4983f9103ef0d72d36ce1cb6f8,2,0,0,1494,4,3,1494,4,5,1,1,0,wrong_column,violent offences > sexual assault,2013/2014 > median length of case,violent offences > sexual assault,difference in median length of cases 2012/2013 to 2013/2014 > days,0.749261,0.767139,0.017879,0.967969,1.0,0.032031
38bf61d60560b97bb39f2f567b6e17ca,1,0,1,362,1,3,362,1,3,1,1,1,exact_match,males > 1,metis > le,males > 1,metis > le,0.808502,0.808502,0.0,0.993729,0.993729,0.0
38d4413209e846f61b20a22fc9d5334e,1,0,1,2560,5,1,2560,5,1,1,1,1,exact_match,loaded/unloaded cargo,2017 > number,loaded/unloaded cargo,2017 > number,0.670096,0.670096,0.0,0.994714,0.994714,0.0
38dd34ceca312b80673c5eb605e97dec,51,0,0,6_totto667-0,20,8,6_totto667-0,20,5,1,1,0,wrong_column,career total,total > apps,career total,league cup > goals,0.644292,0.707851,0.063559,0.859503,0.982194,0.122691
38df3aa1ba261b0946b319dc82c61115,9,0,0,557,32,0,557,35,0,1,0,1,wrong_row,followed exposure schedule in past year > no,%,reasons for not following exposure schedule > no exposure schedule,%,0.637534,0.687858,0.050324,0.897933,0.991906,0.093973
39d039e3d8d87bddd8f362efeeb62f34,4,0,0,324_totto36813-0,2,5,124_totto14730-2,2,6,0,0,0,wrong_table,2010,receiving > rec,2010,receiving > yards,0.66955,0.703526,0.033976,0.952464,1.0,0.047536
3a07bc66c4bf2c3b36023bda8f3081ae,11,0,0,1771,3,1,1771,1,1,1,0,1,wrong_row,devitalization factors > total losses,percentage points,devitalization factors > non-transmission of mother tongue,percentage points,0.680375,0.825384,0.145009,0.739632,1.0,0.260368
3a3c8ae38d2cfc1c7d34a55d7c29799d,1,0,1,1510,7,2,1510,7,2,1,1,1,exact_match,percent > no harm was intended,total,percent > no harm was intended,total,0.757861,0.757861,0.0,1.0,1.0,0.0
3a5ac15d5025dedab00e917398c805d9,1,0,1,1723,4,3,1723,4,3,1,1,1,exact_match,total - census family status > lone parent,homelessness support sector > percentage,total - census family status > lone parent,homelessness support sector > percentage,0.794492,0.794492,0.0,0.991735,0.991735,0.0
3b00295fa2776af25e40c407dc8c1627,1,0,1,1723,4,7,1723,4,7,1,1,1,exact_match,total - census family status > lone parent,social and community service workers > percentage,total - census family status > lone parent,social and community service workers > percentage,0.753216,0.753216,0.0,0.991206,0.991206,0.0
3b7e54939c5ce445505a98259ae60dd8,141,0,0,447_totto51418-3,12,9,447_totto51418-3,13,10,1,0,0,nearby_cell,stoke city > total,total > apps,west bromwich albion > 1999-2000,total > goals,0.609461,0.711976,0.102515,0.719638,1.0,0.280362
3be4f68ed0138404558474f431b53ff5,2,0,0,1723,8,1,1723,8,0,1,1,0,wrong_column,total - census family status > non-census family household,all workers > percentage,total - census family status > non-census family household,all workers > count,0.738384,0.743569,0.005184,0.99333,1.0,0.00667
3c2df83d8a50d99e9c3d189300394940,7,0,0,1602,5,2,1602,7,1,1,0,0,other,employment rate > aboriginal population,difference > percentage points,employment rate > difference between aboriginal population and non-aboriginal population,single or previously married > percent,0.760779,0.814136,0.053358,0.924959,0.99648,0.07152
3c7eefb01a1c7b51a59d176486726dd8,1,0,1,2207,14,5,2207,14,5,1,1,1,exact_match,percent > federal,total correctional supervision > aboriginal,percent > federal,total correctional supervision > aboriginal,0.774393,0.774393,0.0,0.995689,0.995689,0.0
3cd922b6a3b541e50ffc08796d443446,1,0,1,26_138_tab1,1,5,26_138_tab1,1,5,1,1,1,exact_match,all graduate students in surveyed fields > full-time enrollment,2013,all graduate students in surveyed fields > full-time enrollment,2013,0.668235,0.668235,0.0,1.0,1.0,0.0
3ce5fae499b3b304c79e81d3d3dea822,1,0,1,2769,2,3,2769,2,3,1,1,1,exact_match,percent > incident was a private or personal matter and was handled informally,all territories,percent > incident was a private or personal matter and was handled informally,all territories,0.780198,0.780198,0.0,0.994562,0.994562,0.0
3eac12296c7cebb90d8888b866a4eff6,1,0,1,537_totto61621-1,4,0,537_totto61621-1,4,0,1,1,1,exact_match,stalybridge celtic > 2016-17,league > division,stalybridge celtic > 2016-17,league > division,0.748442,0.748442,0.0,0.99371,0.99371,0.0
3ed33cb2f8a45eec37c4c1641ec348e8,1,0,1,246,0,2,246,0,2,1,1,1,exact_match,syria,census family > average number of children aged 0 to 14 among couples with children > number,syria,census family > average number of children aged 0 to 14 among couples with children > number,0.780301,0.780301,0.0,1.0,1.0,0.0
3f43faadd7f2a870d36d874dd8514d45,1,0,1,1723,1,5,1723,1,5,1,1,1,exact_match,total - census family status > married or common-law couple,social workers > percentage,total - census family status > married or common-law couple,social workers > percentage,0.769481,0.769481,0.0,1.0,1.0,0.0
3f6b4768fd6657f74129c5bd40791413,1,0,1,358,9,2,358,9,2,1,1,1,exact_match,"vancouver, b.c","police officers > 2017 police officers per 100,000 population > rate","vancouver, b.c","police officers > 2017 police officers per 100,000 population > rate",0.760997,0.760997,0.0,1.0,1.0,0.0
3f7a9c3426c49c4b90eb45165f35572f,2,0,0,112,7,3,112,7,4,1,1,0,wrong_column,canada > british columbia,natural land for pasture > hectares,canada > british columbia,natural land for pasture > percent,0.773101,0.77576,0.002658,0.997033,1.0,0.002967
3fab5ae74a35d4849bcac912f052382b,39,0,0,933,20,1,933,18,1,1,0,1,same_value,completed drug-related cases > other drugs > methamphetamines,guilty > percent,completed drug-related cases > other drugs > cocaine,guilty > percent,0.718148,0.748993,0.030845,0.928453,0.998537,0.070083
3fdd88632c790855a02b1e5bab316793,1,0,1,248,1,5,248,1,5,1,1,1,exact_match,montreal census metropolitan area,proportion of syrian refugees who were government-assisted refugees > percent,montreal census metropolitan area,proportion of syrian refugees who were government-assisted refugees > percent,0.775468,0.775468,0.0,1.0,1.0,0.0
401f76cbec67e9e53dcb7ef8d691987c,1,0,1,435,5,6,435,5,6,1,1,1,exact_match,percentage > census metropolitan area of residence > total,demographic weight of the population with an immigrant background in the neighbourhood > 70% or greater,percentage > census metropolitan area of residence > total,demographic weight of the population with an immigrant background in the neighbourhood > 70% or greater,0.783765,0.783765,0.0,0.985964,0.985964,0.0
4026bb9dc0b829386ff30df4950c4ce9,1,0,1,933,23,1,933,23,1,1,1,1,exact_match,completed drug-related cases > total completed drug-related cases,guilty > percent,completed drug-related cases > total completed drug-related cases,guilty > percent,0.769224,0.769224,0.0,0.979306,0.979306,0.0
404240ae955539f594509281c21cd9be,9,0,0,589_totto67635-2,23,1,589_totto67635-2,17,1,1,0,1,wrong_row,real madrid > total,league > goals,real madrid > 1958-59,league > goals,0.742966,0.756397,0.013432,0.983654,1.0,0.016346
40c4e4171b086b44b6f0a2d73ae82b60,1,0,1,1553,14,1,1553,14,1,1,1,1,exact_match,percentage > province of residence > manitoba,daily > 2013,percentage > province of residence > manitoba,daily > 2013,0.812417,0.812417,0.0,1.0,1.0,0.0
40c58b7100f8a54dae4e305847fcca43,1,0,1,751,3,3,751,3,3,1,1,1,exact_match,toronto cma > brampton,largest visible minority group as a percent of total female population in each cma/municipality,toronto cma > brampton,largest visible minority group as a percent of total female population in each cma/municipality,0.816176,0.816176,0.0,0.997415,0.997415,0.0
40f4821c052d7638502ecfde6d364016,1,0,1,2207,14,1,2207,14,1,1,1,1,exact_match,percent > federal,custody > aboriginal,percent > federal,custody > aboriginal,0.827554,0.827554,0.0,1.0,1.0,0.0
4150f4aaad401113544c9ba7b6885c04,12,0,0,501_totto57274-1,0,2,501_totto57274-1,0,6,1,1,0,wrong_column,2012 > jacksonville jaguars,receiving > rec,2012 > jacksonville jaguars,receiving > td,0.624925,0.646465,0.02154,0.910697,0.943837,0.03314
416afb81bd688e25d47b55c011fac0c0,7,0,0,56_173_tab1,0,2,196_92_tab1,0,2,0,0,0,wrong_table,2010,state and local government,2010,state and local government,0.708931,0.748414,0.039483,0.921844,1.0,0.078156
419e2abc74240182d47cd8e10d0c1f32,1,0,1,1632,0,0,1632,0,0,1,1,1,exact_match,percentage > transportation,total - 65 years and over > women,percentage > transportation,total - 65 years and over > women,0.753782,0.753782,0.0,0.956818,0.956818,0.0
41b73c63f32511c5c6a84eefe897adfd,1,0,1,492_totto56167-3,2,2,492_totto56167-3,2,2,1,1,1,exact_match,1998,passing > yards,1998,passing > yards,0.755646,0.755646,0.0,1.0,1.0,0.0
41cbc5dfd57f24fc6d18c42a0a4fae24,1,0,1,200,13,1,200,13,1,1,1,1,exact_match,percent > service > born more than 10 years,first nations > employer,percent > service > born more than 10 years,first nations > employer,0.764298,0.764298,0.0,0.997097,0.997097,0.0
422b0434e7c23c20e34e63aee911ca80,8,0,0,1308,3,0,2720,8,2,0,0,0,wrong_table,percent > years employed in the 5 years prior to death > all five,no police contact in 24 months prior to death,percent > industry > total employed in the five years prior to death,male overdose decedents who died at age 35 to 54 > percentage of those with t4 employment,0.810622,0.810527,-9.5e-05,0.967211,0.993391,0.02618
4255afd947dd87ba6dd6792485c5620e,1,0,1,246,2,3,246,2,3,1,1,1,exact_match,afghanistan,census family > proportion of couples with children in the family > percent,afghanistan,census family > proportion of couples with children in the family > percent,0.793596,0.793596,0.0,0.99578,0.99578,0.0
42abe4144b4fc6b4a15e558e3770b428,3,0,0,1771,1,1,1771,6,1,1,0,1,wrong_row,devitalization factors > non-transmission of mother tongue,percentage points,mitigating factors > use of inuktut at home among inuit who do not report it as mother tongue,percentage points,0.767722,0.772296,0.004574,0.936306,0.972929,0.036623
42c901e126a36e701c89d39c9b0dca0e,1,0,1,2324,15,0,2324,15,0,1,1,1,exact_match,utilities > 53.2 > domestic enterprises,assets > $ millions,utilities > 53.2 > domestic enterprises,assets > $ millions,0.787049,0.787049,0.0,1.0,1.0,0.0
42fae71dc7de2ff8ec037019a41dd13d,51,0,0,771,1,1,766,0,2,0,0,0,wrong_table,percentage > total age groups > visible minority,total > male,percentage > total age groups,men > visible minority,0.650383,0.60457,-0.045813,0.870028,0.912507,0.042478
43147ebee9399f117f6a422c13fa54fb,1,0,1,1982,8,5,1982,8,5,1,1,1,exact_match,predicted probabilities > women > high,1946,predicted probabilities > women > high,1946,0.68578,0.68578,0.0,1.0,1.0,0.0
4334746b9be43870b9d521c9382ef506,1,0,1,1902,3,3,1902,3,3,1,1,1,exact_match,percentage > total aboriginal identity female population > inuit,chronic conditions > mood disorder,percentage > total aboriginal identity female population > inuit,chronic conditions > mood disorder,0.799199,0.799199,0.0,1.0,1.0,0.0
434d469e02f18c63ec75bcc2f01e632a,2,0,0,112,4,3,112,4,4,1,1,0,wrong_column,canada > manitoba,natural land for pasture > hectares,canada > manitoba,natural land for pasture > percent,0.774374,0.78303,0.008656,0.990032,1.0,0.009968
436a8ef0d8b9d217c9f07288958d82ec,1,0,1,1723,4,5,1723,4,5,1,1,1,exact_match,total - census family status > lone parent,social workers > percentage,total - census family status > lone parent,social workers > percentage,0.739337,0.739337,0.0,0.940522,0.940522,0.0
43cb01cfae80e7d2e541eba1181b78dd,1,0,1,1308,16,1,1308,16,1,1,1,1,exact_match,percent > income and social assistance received > total income for last year employed - mean,at least one contact with police in 24 months prior to death,percent > income and social assistance received > total income for last year employed - mean,at least one contact with police in 24 months prior to death,0.816967,0.816967,0.0,1.0,1.0,0.0
44159571635eb1c44925c12ddb39c2e5,1,0,1,933,1,1,933,1,1,1,1,1,exact_match,completed cases related to drug possession > other drugs,guilty > percent,completed cases related to drug possession > other drugs,guilty > percent,0.772269,0.772269,0.0,0.995509,0.995509,0.0
450804f32409b301d6743221a6e5c710,1,0,1,232_totto26586-4,2,0,232_totto26586-4,2,0,1,1,1,exact_match,villa mitre > 2015,league > division,villa mitre > 2015,league > division,0.734897,0.734897,0.0,0.989357,0.989357,0.0
45a03d5a8fe8b47298a34a84d14d5473,19,0,0,298_totto34229-1,22,1,298_totto34229-1,21,2,1,0,0,nearby_cell,strømmen > total,league > apps,strømmen > 2017,league > goals,0.681967,0.720888,0.038921,0.924592,0.996582,0.07199
464c1c7e99fa567c06f86e5f510a7595,1,0,1,2613,23,2,2613,23,2,1,1,1,exact_match,percent > immigrant status > immigrant status,national anthem,percent > immigrant status > immigrant status,national anthem,0.756508,0.756508,0.0,0.98718,0.98718,0.0
4655ff9352c7e1313b469435fd5795cc,1,0,1,460,4,0,460,4,0,1,1,1,exact_match,percent > married or in a common-law relationship,mean,percent > married or in a common-law relationship,mean,0.711671,0.711671,0.0,1.0,1.0,0.0
467337aa9cdf13bb16d41432d2b457d4,1,0,1,358,6,2,358,6,2,1,1,1,exact_match,"edmonton, alta","police officers > 2017 police officers per 100,000 population > rate","edmonton, alta","police officers > 2017 police officers per 100,000 population > rate",0.757451,0.757451,0.0,1.0,1.0,0.0
467f524d9022738347b63f09191ffbb4,2,0,0,557,19,0,557,20,0,1,0,1,wrong_row,read warning labels each session in past year > yes,%,read warning labels each session in past year > no,%,0.64216,0.65195,0.00979,0.94591,0.960651,0.014741
46fd52133768caf662e9f111611d6cd6,1,0,1,920,11,3,920,11,3,1,1,1,exact_match,physical assault > provinces,men > percent,physical assault > provinces,men > percent,0.830749,0.830749,0.0,1.0,1.0,0.0
471c6330634bcb373db14b83b5773f76,1,0,1,1644,17,3,1644,17,3,1,1,1,exact_match,total cmas > brantford,post-#metoo > rate,total cmas > brantford,post-#metoo > rate,0.809214,0.809214,0.0,1.0,1.0,0.0
47809fce37ed1dcb27528c14f5b77981,1,0,1,50_totto5634-0,0,1,50_totto5634-0,0,1,1,1,1,exact_match,hector cotto > 110 m hurdles,heat > rank,hector cotto > 110 m hurdles,heat > rank,0.704644,0.704644,0.0,0.995138,0.995138,0.0
47abaa16ea9dd37b0601684a545b8d67,1,0,1,2755,1,0,2755,1,0,1,1,1,exact_match,percent > school or community group,females,percent > school or community group,females,0.699392,0.699392,0.0,1.0,1.0,0.0
47afbb17b6e4a05cd1a1f44cb06794ff,2,0,0,2534,0,2,2534,1,2,1,0,1,wrong_row,less than high school education,fair or poor self-rated mental health,high school education or higher,fair or poor self-rated mental health,0.669974,0.675267,0.005293,0.974385,1.0,0.025615
47f2c19acd5f454c65205d9e85330551,1,0,1,920,22,0,920,22,0,1,1,1,exact_match,sexual assault > british columbia,women > percent,sexual assault > british columbia,women > percent,0.817311,0.817311,0.0,1.0,1.0,0.0
47f562ea32640079008cc6f356dded7e,1,0,1,399,2,2,399,2,2,1,1,1,exact_match,predicted probability > higher skill level > metis,literacy > model 3,predicted probability > higher skill level > metis,literacy > model 3,0.834036,0.834036,0.0,0.997794,0.997794,0.0
481ae8ab61a17551321e33c4ad69f352,10,0,0,65_20_nsf20316-tab001,0,1,65_20_nsf20316-tab001,4,1,1,0,1,wrong_row,domestic r&d performancea,2018,domestic r&d performancea > type of r&db > development,2018,0.795045,0.793518,-0.001526,0.950234,0.991493,0.041259
48241c539dd8b336ec066163caa8fcfa,2,0,0,443_totto50999-3,3,10,443_totto50999-3,3,0,1,1,0,wrong_column,all boys > 2016-17,other > goals,all boys > 2016-17,league > division,0.777359,0.745797,-0.031563,0.939665,0.964056,0.024391
4892594242accca81a41e4c7c6d1524d,2,0,0,469,0,0,469,1,0,1,0,1,wrong_row,1991- to-1996,men > hazard ratio,1997-to-2001,men > hazard ratio,0.836631,0.837784,0.001153,0.995214,1.0,0.004786
495b09486fb6acb663c02dbc1fd3e724,1,0,1,771,8,2,771,8,2,1,1,1,exact_match,percentage > 15 to 24 years > not a visible minority,canadian-born > female,percentage > 15 to 24 years > not a visible minority,canadian-born > female,0.705961,0.705961,0.0,0.918421,0.918421,0.0
498fd5b928c7b1bb30e54938a750fc78,1,0,1,772,1,0,772,1,0,1,1,1,exact_match,percentage > ethnicity of culture,women > visible minority,percentage > ethnicity of culture,women > visible minority,0.650653,0.650653,0.0,1.0,1.0,0.0
4a1dd45732125c7ad8e6e5dd1e0a4fbe,4,0,0,669,0,2,669,3,2,1,0,1,wrong_row,coefficient > canadian-educated immigrants,1991 cohort > model 3,coefficient > canadian-educated immigrants interacted with years since the base year,1991 cohort > model 3,0.7627,0.778172,0.015472,0.953455,0.970755,0.0173
4a2ebe8fa6261140ef1b941fe132a9ef,1,0,1,1982,4,0,1982,4,0,1,1,1,exact_match,predicted probabilities > men > high,1941,predicted probabilities > men > high,1941,0.713762,0.713762,0.0,0.982752,0.982752,0.0
4a394a226036194aead5a9acf5a9d5b8,2,0,0,1493,11,4,2775,11,4,0,0,0,wrong_table,canada > yukon,percent change in number of cases 2012/2013 to 2013/2014 > percent,canada > yukon,percent change in number of cases 2012/2013 to 2013/2014 > percent,0.802954,0.811618,0.008664,0.983135,0.989051,0.005916
4a39975e3528ae8770cf3bb4cacddb3b,1,0,1,2324,4,0,2324,4,0,1,1,1,exact_match,extraction > 85.2 > mnes,assets > $ millions,extraction > 85.2 > mnes,assets > $ millions,0.750277,0.750277,0.0,1.0,1.0,0.0
4a9a34905d4832b014f202432f0741fe,1,0,1,578_totto66389-3,3,0,578_totto66389-3,3,0,1,1,1,exact_match,kairat > 2017,league > division,kairat > 2017,league > division,0.730201,0.730201,0.0,0.98809,0.98809,0.0
4ab5cad8f88afc89ea29ad288bc99027,1,0,1,1644,24,3,1644,24,3,1,1,1,exact_match,total cmas > winnipeg,post-#metoo > rate,total cmas > winnipeg,post-#metoo > rate,0.797947,0.797947,0.0,1.0,1.0,0.0
4ac77c2172800ae57360340c3f0533c6,5,0,0,1469,2,1,1469,2,3,1,1,0,wrong_column,official languages > french,single responses > percentage,official languages > french,multiple responses (language spoken at home)1 > percentage,0.687147,0.707786,0.020638,0.925012,0.994131,0.069119
4ac9ae43b4130144bf395bd46c3c279b,6,0,0,519_totto59497-4,0,0,519_totto59497-4,2,0,1,0,1,same_value,liverpool > 2008-09,league > division,liverpool > 2010-11,league > division,0.676989,0.719694,0.042705,0.891196,0.994264,0.103068
4aec685455239ffca59098327b271db9,1,0,1,200,8,1,200,8,1,1,1,1,exact_match,percent > goods > born more than 10 years,first nations > employer,percent > goods > born more than 10 years,first nations > employer,0.768529,0.768529,0.0,1.0,1.0,0.0
4b6d312cc1c99698b836c643685041e1,1,0,1,122_totto14287-1,11,5,122_totto14287-1,11,5,1,1,1,exact_match,stoke city > total,total > apps,stoke city > total,total > apps,0.711582,0.711582,0.0,1.0,1.0,0.0
4b9ff117dd34bd1ec321834ea90ded6b,1,0,1,1496,35,1,1496,35,1,1,1,1,exact_match,other federal statute offences > drug possession,guilty > percent,other federal statute offences > drug possession,guilty > percent,0.695326,0.695326,0.0,0.9912,0.9912,0.0
4bb068063e4a256a046afd012229b8d4,1,0,1,350,7,1,350,7,1,1,1,1,exact_match,percent > 65 and over,2013-2014,percent > 65 and over,2013-2014,0.760068,0.760068,0.0,1.0,1.0,0.0
4c141d2388af68f009694fea6909b082,1,0,1,1902,1,1,1902,1,1,1,1,1,exact_match,percentage > total aboriginal identity female population > off-reserve first nations,chronic conditions > high blood pressure,percentage > total aboriginal identity female population > off-reserve first nations,chronic conditions > high blood pressure,0.788252,0.788252,0.0,1.0,1.0,0.0
4c25190668c859cfffef1f14bd69ffe0,2577,1,0,2062,8,1,399,3,0,0,0,0,wrong_table,percent > non-pension income > individual has labour income,average,predicted probability > higher skill level > non-aboriginal,literacy > model 1,0.507408,0.616374,0.108967,0.637542,0.933402,0.29586
4c7bf63fc8eb99d96b07a9b96451ffa2,2,0,0,435,5,4,435,5,5,1,1,0,wrong_column,percentage > census metropolitan area of residence > total,demographic weight of the population with an immigrant background in the neighbourhood > less than 50%,percentage > census metropolitan area of residence > total,demographic weight of the population with an immigrant background in the neighbourhood > 50% to less than 70%,0.729486,0.734996,0.005511,0.991151,0.992563,0.001412
4da86fe3885110088f2e5df76dd0bd20,1,0,1,375_totto43183-1,4,0,375_totto43183-1,4,0,1,1,1,exact_match,canada > 2002,competitions > competition(s),canada > 2002,competitions > competition(s),0.740802,0.740802,0.0,1.0,1.0,0.0
4df07fd51a0ee3c0b30e21180bcde1de,1,0,1,200,8,1,200,8,1,1,1,1,exact_match,percent > goods > born more than 10 years,first nations > employer,percent > goods > born more than 10 years,first nations > employer,0.768529,0.768529,0.0,1.0,1.0,0.0
4eb711dd5fc158e33fdddb87e3bc8c7c,2,0,0,367_totto42164-3,3,13,367_totto42164-3,3,7,1,1,0,wrong_column,2008 > cin,rushing > td,2008 > cin,passing > td,0.658876,0.679453,0.020578,0.970138,1.0,0.029862
4f2e1cf7dd690a75b6a11331ad2f28d6,1,0,1,1653,36,2,1653,36,2,1,1,1,exact_match,"percent > total household income in 2017 > $40,000 to $59,999",received support for caregiving in the past 12 months > financial support,"percent > total household income in 2017 > $40,000 to $59,999",received support for caregiving in the past 12 months > financial support,0.807624,0.807624,0.0,1.0,1.0,0.0
4f32f39dfa86e2ac0de84c3c7c27ff2a,1,0,1,920,10,3,920,10,3,1,1,1,exact_match,physical assault > british columbia,men > percent,physical assault > british columbia,men > percent,0.858699,0.858699,0.0,1.0,1.0,0.0
4f3bc771237c1d34141bebf662e677a9,2,0,0,319_totto36502-3,1,1,319_totto36502-3,1,0,1,1,0,wrong_column,1932 > adolf hitler,first round > %,1932 > adolf hitler,first round > votes,0.775832,0.773947,-0.001884,0.959919,0.997792,0.037872
4fc8252f9f0cf74b3f9b9e7f9ed195e6,1,0,1,209_99_tab3,1,2,209_99_tab3,1,2,1,1,1,exact_match,united statesa > california,energy,united statesa > california,energy,0.780841,0.780841,0.0,0.995453,0.995453,0.0
4fd004bd6d09f185587d8a4fb29341a2,2,0,0,666,28,4,666,28,3,1,1,0,wrong_column,mean > high prior earnings,2006 cohort > canadian-educated immigrants,mean > high prior earnings,2006 cohort > canadian-born men,0.773807,0.768612,-0.005194,0.979647,0.99355,0.013904
500f10b29419dd5eb755f1e9e8b23910,1,0,1,349,0,9,349,0,9,1,1,1,exact_match,judges,2011 > percent total,judges,2011 > percent total,0.71011,0.71011,0.0,0.90348,0.90348,0.0
5049e3f43fa29d7a8a1abb7d21daf0a8,4,0,0,598_totto69076-1,4,6,320_totto36602-4,4,3,0,0,0,wrong_table,2009 > atlanta falcons,receiving > td,2009 > atlanta falcons,receiving > yds,0.681034,0.685593,0.004559,0.988344,0.994385,0.006041
5056212bd06b06977172b43433889012,2,0,0,145,25,4,145,25,1,1,1,0,wrong_column,percent > educational attainment > graduate degree,smes in kbis > immigrant owned,percent > educational attainment > graduate degree,all private-sector smes > immigrant owned,0.753966,0.773973,0.020007,0.976295,1.0,0.023705
50a2d0534bc138b621a51f853ef4da3a,1,0,1,2775,2,4,2775,2,4,1,1,1,exact_match,canada > prince edward island,percent change in number of cases 2012/2013 to 2013/2014 > percent,canada > prince edward island,percent change in number of cases 2012/2013 to 2013/2014 > percent,0.819793,0.819793,0.0,0.996252,0.996252,0.0
50c7d991c0ee00f883f8aae714a0b15f,11,0,0,1729,14,1,1729,9,1,1,0,1,wrong_row,number > weekly wages of all employees in the economic family > average,"group 2 > persons aged 15 to 64 who are unattached, lone parents or spouses/partners in single-earner couples",number > weekly wages of minimum wage workers > average,"group 2 > persons aged 15 to 64 who are unattached, lone parents or spouses/partners in single-earner couples",0.75791,0.763661,0.005751,0.948422,1.0,0.051578
512d49119728fbfc25b7426bb381a28a,1,0,1,1473,0,0,1473,0,0,1,1,1,exact_match,percent > mobile devices only,lowest quartile,percent > mobile devices only,lowest quartile,0.856863,0.856863,0.0,1.0,1.0,0.0
513fa9c67330bde7f4e84ae2f696bf59,2,0,0,766,0,2,766,2,2,1,0,1,wrong_row,percentage > total age groups,men > visible minority,percentage > total age groups > 25 to 54,men > visible minority,0.731842,0.737406,0.005564,0.99296,0.993277,0.000317
5161ea4485e685c471ce594cd933c749,12,0,0,1729,14,2,1729,9,2,1,0,1,wrong_row,number > weekly wages of all employees in the economic family > average,group 3 > persons aged 15 to 64 who are spouses/partners in dual-earner couples,number > weekly wages of minimum wage workers > average,group 3 > persons aged 15 to 64 who are spouses/partners in dual-earner couples,0.768969,0.769812,0.000843,0.944783,0.992586,0.047803
51ce9c88f627aa9ca0a7287fa19e464e,6,0,0,145,10,1,211,6,4,0,0,0,wrong_table,number > average number of employees,all private-sector smes > immigrant owned,percent > transportation and warehousing,exports > immigrant-owned firms,0.726349,0.646752,-0.079597,0.865126,0.880305,0.015178
5200d6cbd72bc037fb7b6b31e55dfd7f,1,0,1,112,3,6,112,3,6,1,1,1,exact_match,canada > ontario,woodlands and wetlands > percent,canada > ontario,woodlands and wetlands > percent,0.819019,0.819019,0.0,0.996431,0.996431,0.0
520986751d1daf9df7be5f16d6cbd169,3,0,0,358,40,3,358,40,0,1,1,0,wrong_column,"codiac region (moncton), n.b",police officers > percentage change from previous year > percent,"codiac region (moncton), n.b",2016 population > number,0.75763,0.772787,0.015157,0.94723,0.994117,0.046887
521f5dd0786c7d02d97a384504b69b19,1,0,1,920,23,3,920,23,3,1,1,1,exact_match,sexual assault > provinces,men > percent,sexual assault > provinces,men > percent,0.782351,0.782351,0.0,0.99315,0.99315,0.0
5228284768cb3050ec96d9b57f1a9edd,1,0,1,2062,27,1,2062,27,1,1,1,1,exact_match,percent > marginal tax rates > individual's marginal tax rate,average,percent > marginal tax rates > individual's marginal tax rate,average,0.728685,0.728685,0.0,1.0,1.0,0.0
52a55db20d2dd35d7b8cf350aeb1262b,2,0,0,1397,11,0,1397,13,0,1,0,1,wrong_row,"bystanders present > yes, in at least one instance",unwanted sexualized behaviours > percent,bystanders present > don't know,unwanted sexualized behaviours > percent,0.748159,0.744056,-0.004103,0.986646,0.990699,0.004054
53a65d17907266421b5746f1553374b8,1,0,1,1356,5,3,1356,5,3,1,1,1,exact_match,provinces overall > saskatchewan,physical assault offences > rate,provinces overall > saskatchewan,physical assault offences > rate,0.829168,0.829168,0.0,1.0,1.0,0.0
53d55bb95e59c205bfaa4045ca664af7,1,0,1,2767,31,0,2767,31,0,1,1,1,exact_match,percent > caused injuries > no,yukon,percent > caused injuries > no,yukon,0.744882,0.744882,0.0,0.998893,0.998893,0.0
543d8e71ac90940dcca360ce7e6aac84,1,0,1,1140,1,7,1140,1,7,1,1,1,exact_match,"percent > mothers > with pre-birth-year, birth-year, or post-birth-year roe; and received ei in the birth year",2012,"percent > mothers > with pre-birth-year, birth-year, or post-birth-year roe; and received ei in the birth year",2012,0.756682,0.756682,0.0,1.0,1.0,0.0
