query_id,query_type,pool,dataset,question,gold_answer,gold_table_id,gold_cells
112,lookup,rhb_fact,realhitbench,"Based on the dataset, what are number of people who worked 1 to 34 hours and worked 35 hours or more.","34282, 118705",employment-table24,"[[""employment-table24"", 1, 1], [""employment-table24"", 1, 5]]"
2330,lookup,rhb_fact,realhitbench,What is the import value for frozen shrimp from “Lone Parent - No”?,493143,society-table72,"[[""society-table72"", 37, 0]]"
1781,lookup,rhb_fact,realhitbench,What is the total number of infected DCs in Experiment 1 Replicate 1?,534,health-table38,"[[""health-table38"", 30, 1]]"
2042,lookup,rhb_fact,realhitbench,How many urban assistance groups correspond to a group size of 3?,6766,economy-table108,"[[""economy-table108"", 2, 2]]"
1237,lookup,rhb_fact,realhitbench,Which batch has the highest total value at the original unit price?,FRU BANN MU,economy-table110,"[[""economy-table110"", 8, 5]]"
1565,lookup,rhb_fact,realhitbench,What is the total number of cells for Mouse 1 Luminal at 14 days?,115,science-table20,"[[""science-table20"", 0, 0]]"
121,lookup,rhb_fact,realhitbench,Determine the change in the number of unemployed men categorized as 'Never married' from 2022 to 2023.,135,employment-table26,"[[""employment-table26"", 48, 4]]"
979,lookup,rhb_fact,realhitbench,What is the total number of activations for all departments combined?,13557,labor-table27,"[[""labor-table27"", 6, 0]]"
1433,lookup,rhb_fact,realhitbench,What is the total reduction in the number of women receiving antenatal care (at least 4 visits) due to the impact of COVID-19 without any mitigation?,"68,900",society-table38,"[[""society-table38"", 24, 14], [""society-table38"", 25, 7]]"
2550,lookup,rhb_fact,realhitbench,What is the position of NAU3402 on its chromosome?,205.1179154,science-table56,"[[""science-table56"", 25, 0]]"
2191,lookup,rhb_fact,realhitbench,What was the employment rate for Buddhists in 2018? (Final answer should be an integer.),69,religion-table01,"[[""religion-table01"", 8, 4]]"
2189,lookup,rhb_fact,realhitbench,What is the total number of individuals reported as 'Inactive' across all religions? (Final answer should be an integer.),7619749,religion-table10,"[[""religion-table10"", 7, 12]]"
1546,lookup,rhb_fact,realhitbench,What is the average time animals in the Control group spent in the open arms when treated with Vehicle?,109.83,environment-table41,"[[""environment-table41"", 10, 0]]"
2116,lookup,rhb_fact,realhitbench,What was the inflation-adjusted median usual weekly earnings for men with a bachelor's degree and higher in 2009? (Final answer should be an integer.),1484,labor-table56,"[[""labor-table56"", 85, 4]]"
1338,lookup,rhb_fact,realhitbench,What is the average value of M1 for Day 0 Control?,44.85,science-table17,"[[""science-table17"", 6, 0]]"
2323,lookup,rhb_fact,realhitbench,How many total sanctions were issued in the “Low” sanction decision level for “Great Britain” during the provided period?,342027,society-table70,"[[""society-table70"", 0, 0]]"
eb98069c538fc38ac568a0dba5074664,arith,hitab_arith,hitab,"at the all industries level, how many times did employer businesses in non-indigenous conmunities cumulatively earn per resident more than first nations employers?",[5.389691],201,"[[""201"", 4, 1], [""201"", 4, 5]]"
2c4c8f28296913bb61b4e6a82c27019f,arith,hitab_arith,hitab,"what is the percentage of family class immigrants coming from south asia, east asia and western developed countries?",[51.5],2793,"[[""2793"", 9, 1], [""2793"", 15, 1], [""2793"", 17, 1]]"
0d9723d01c202b1071c05bc78f0efede,arith,hitab_arith,hitab,"much of the increase in the rate of breaking and entering at the national level between 2014 and 2015 can be accounted for somewhat mitigated by a drop in the rate of break-ins in vancouver, what is the percentage of this drop?",[6],2003,"[[""2003"", 31, 7]]"
60d316baf19941a8289fb89c8eec5f74,arith,hitab_arith,hitab,how many percentage points does intra-provincial trade fall due to rudeuced border costs?,[46.1],2558,"[[""2558"", 0, 3]]"
578e4c1d7bfaad4f55556e7f32b8f0f2,arith,hitab_arith,hitab,how many police-reported hate crime incidents in 2015 were motivated by sexual orientation fewer than the previous year?,[14],599,"[[""599"", 15, 0], [""599"", 15, 2]]"
4fe8869deb83893a0bd71b537f16e005,arith,hitab_arith,hitab,how many times the missed rate of immigrants who settled in 2011 is that for the entire immigrant frame?,[2],2401,"[[""2401"", 1, 1], [""2401"", 51, 1]]"
3385e1a99cf85a9c06ac546e200cbac9,arith,hitab_arith,hitab,what is the percentage of large decline in rate of breaking and entering at the national level was also reported in gatineau in 2015?,[21],2003,"[[""2003"", 9, 7]]"
29d75fddfb7895be35e1e80ae7739b9b,arith,hitab_arith,hitab,how many percentage points did higher education account for of the $101.1 billion of basic research in 2018?,[0.464612],64_2_nsf21324-tab002,"[[""64_2_nsf21324-tab002"", 9, 0], [""64_2_nsf21324-tab002"", 15, 0]]"
c91242c393b3e22722d5629f94bdc578,arith,hitab_arith,hitab,what is the percentage of gar refugees residing in medium-sized centres or small metropolitan areas?,[57.6],2793,"[[""2793"", 4, 2], [""2793"", 5, 2]]"
277d629dfed346ac2ce17062b6cf56fc,arith,hitab_arith,hitab,how many percent was funded by the department of defense?,[0.222462],156_77_tab2,"[[""156_77_tab2"", 0, 0], [""156_77_tab2"", 1, 0]]"
e14927de573918bc1681f8d268d0d2a7,arith,hitab_arith,hitab,"at the all industries level, how many times did employer businesses in non-indigenous conmunities cumulatively earn per resident more than inuit csd employers?",[7.322129],201,"[[""201"", 4, 2], [""201"", 4, 5]]"
9825bef7fd67b02a579b2216e97aae93,arith,hitab_arith,hitab,"in toronto, what was the ratio ranges across census tracts from 5th to 95th percentile?","[0.44, 1.2]",874,"[[""874"", 4, 1], [""874"", 4, 2], [""874"", 4, 3], [""874"", 4, 4], [""874"", 4, 5]]"
0e672d60d555975a0b73a0179a977a35,arith,hitab_arith,hitab,"in cases of theft, what was the percentage of females accused in 2015?",[0.344691],345,"[[""345"", 12, 0], [""345"", 12, 5], [""345"", 12, 10]]"
0df7182850439b66a9c9f0ba4d1e547e,arith,hitab_arith,hitab,"for non-aboriginal people, the employment rate was 68.8% for those living on reserve and 82.1% for those living off-reserve, what was the difference of them?",[13.3],1604,"[[""1604"", 1, 5]]"
27fda0d4e7f6b7b32e0c885ca9519a95,arith,hitab_arith,hitab,what percent of the proportion of canadians who had confidence in police was higher among those who believed it was very likely a lost wallet would be returned if found by a police officer compared to those who believed it was not at all likely?,[61],2624,"[[""2624"", 28, 0], [""2624"", 30, 0]]"
4e07d458feff383ba363c6a729db75be,arith,hitab_arith,hitab,"what is the percentage of all cases each year, on average - present a similar earnings situation in both the t1 family file (t1ff) and the employer file (t4) ?",[96.95],1103,"[[""1103"", 1, 0], [""1103"", 1, 1], [""1103"", 1, 2], [""1103"", 1, 3], [""1103"", 1, 4], [""1103"", 1, 5], [""1103"", 1, 6], [""1103"", 1, 7], [""1103"", 1, 8], [""1103"", 1, 9], [""1103"", 1, 10], [""1103"", 1, 11]]"
550db14579b737a594794d36d42008d4,arith,hitab_arith,hitab,"overall, what percent of all completed court cases in the study included multiple charges against the accused, for both ipv and non-ipv cases?",[0.595755],2586,"[[""2586"", 12, 2], [""2586"", 12, 4]]"
b8d7ba8b24baa2285602f30b2268165a,arith,hitab_arith,hitab,"business r&d is concentrated in a small number of states, how many million dollars are with the 10 states with the highest levels of r&d performance accounting of the $233 million total.",[162723],40_159_tab1,"[[""40_159_tab1"", 1, 0], [""40_159_tab1"", 2, 0], [""40_159_tab1"", 3, 0], [""40_159_tab1"", 4, 0], [""40_159_tab1"", 5, 0], [""40_159_tab1"", 6, 0], [""40_159_tab1"", 7, 0], [""40_159_tab1"", 8, 0], [""40_159_tab1"", 9, 0], [""40_159_tab1"", 10, 0]]"
e29d9d1a65477f41118e29e98dc8a126,arith,hitab_arith,hitab,how many percentage points did gdp of sport industries in canada decrease in 2014?,[0.4],124,"[[""124"", 0, 8]]"
f74e73a6078cca2738c3c7fc7aa804c7,arith,hitab_arith,hitab,"in cases of disturbing the peace, what was the percentage of females accused among youth in 2015?",[0.320755],345,"[[""345"", 27, 0], [""345"", 27, 4]]"
d20de66589a955996008e940eab3db39,arith,hitab_arith,hitab,"among cases involving a female accused settled in youth courts, what was the percentage of violations of other federal statutes in 2015?",[0.173998],345,"[[""345"", 34, 0], [""345"", 39, 0]]"
48c1fb4af5f317f1b9efba257efd0bb6,arith,hitab_arith,hitab,how many percentage points did medium-sized companies (50-249 employees) account for?,[0.070572],103_54_nsf19316-tab001,"[[""103_54_nsf19316-tab001"", 0, 7], [""103_54_nsf19316-tab001"", 7, 7], [""103_54_nsf19316-tab001"", 8, 7]]"
f03b343f98331aeaa319e2e68a5909ae,arith,hitab_arith,hitab,"in cases of fraud, what was the percentage of females accused in 2015?",[0.331364],345,"[[""345"", 14, 0], [""345"", 14, 5], [""345"", 14, 10]]"
97e5446a4efc18bc187fd135e785eef7,arith,hitab_arith,hitab,how many million dollars did total federal funding for research increase by in fy 2015?,[736],192_90_tab1,"[[""192_90_tab1"", 2, 1], [""192_90_tab1"", 2, 2]]"
4fd40af9f7e7155120eadb38b2ceb914,arith,hitab_arith,hitab,"in 2017, how many perentages points did basic research activities account of total u.s. r&d expenditures?",[0.167001],78_31_nsf20309-tab004,"[[""78_31_nsf20309-tab004"", 0, 7], [""78_31_nsf20309-tab004"", 1, 7]]"
a3c2b6d41795fe11a6bdb0972954c0a4,arith,hitab_arith,hitab,"among cases completed in youth criminal court, what was the percentage of failure to comply with a court order in the offences involving a female accused in 2015?",[0.089947],345,"[[""345"", 22, 0], [""345"", 39, 0]]"
61956e6cbad0974cddcd0a088d64ca35,arith,hitab_arith,hitab,what was the growth in u.s. total r&d averaged annually over the 7-year period 2008-15?,[1.4],161_80_tab2,"[[""161_80_tab2"", 9, 2]]"
02cb638212c0f01dc6f041b0ac42009a,arith,hitab_arith,hitab,how many percentage points of total r&d did large companies (those with 250 or more employees) account for?,[0.876264],103_54_nsf19316-tab001,"[[""103_54_nsf19316-tab001"", 0, 7], [""103_54_nsf19316-tab001"", 10, 7], [""103_54_nsf19316-tab001"", 11, 7], [""103_54_nsf19316-tab001"", 12, 7], [""103_54_nsf19316-tab001"", 13, 7], [""103_54_nsf19316-tab001"", 14, 7], [""103_54_nsf19316-tab001"", 15, 7]]"
3c2245521b17c0e6b1fdfd06b9dd0c15,arith,hitab_arith,hitab,"after adjustment for inflation, how many percent did federal s&e obligations to academic institutions decline from fy 2012 to fy 2013?",[-0.072612],10_112_tab1,"[[""10_112_tab1"", 4, 0], [""10_112_tab1"", 5, 0]]"
ff7725e9f2aca27d14667fc101830746,arith,hitab_arith,hitab,what is the ratio of women aged 15 to 24 years with a mental health-related disability to those of men?,[2],614,"[[""614"", 1, 3], [""614"", 1, 5]]"
7b9e03f83ed46ac8caddf796292fa987,arith,hitab_arith,hitab,what was the percentage of major assault among the charges in cases involving a female accused completed in adult criminal court in 2015?,[0.060265],345,"[[""345"", 6, 5], [""345"", 39, 5]]"
dbc1ff54152f680cfb2f97972e6741b9,arith,hitab_arith,hitab,"in 2018, how many percentage points did applied research activities account for of total u.s. r&d expenditures?",[0.191919],64_2_nsf21324-tab002,"[[""64_2_nsf21324-tab002"", 0, 0], [""64_2_nsf21324-tab002"", 18, 0]]"
3a7bfc4836b12ae35659014ae8ebe68f,arith,hitab_arith,hitab,what was the multiple relationship between daily cigarette smokers who reported using cannabis nmo in the previous year and non-daily smokers ?,[2.457831],2728,"[[""2728"", 32, 5], [""2728"", 33, 5]]"
e5dd88427df0eebed379d233aa4a1d6d,arith,hitab_arith,hitab,"in contrast, quebec, having reported what percentage of decreases in robbery in 2015?",[28],2003,"[[""2003"", 5, 5]]"
79ed76c91f336d688d4d8331a79cde99,arith,hitab_arith,hitab,"in contrast, saguenay, having reported what percentage of decreases in robbery in 2015?",[30],2003,"[[""2003"", 4, 5]]"
f42a76ef32d9370bc1c5f2de1dc6fd0a,arith,hitab_arith,hitab,what was the percentage of fraud among the charges in cases involving a female accused completed in adult criminal court in 2015?,[0.054256],345,"[[""345"", 14, 5], [""345"", 39, 5]]"
e8bc7f6064e64a7b79b49900b4f98416,arith,hitab_arith,hitab,what percentage of women who had experienced unwanted behaviour online took protective measures in the past 12 months of 2018 are?,[71.8],914,"[[""914"", 20, 0]]"
82c81421a7f18cc9a7129f03771858b1,arith,hitab_arith,hitab,what was the percentage point of people used only one of the five types of media to follow news and current affairs?,[21],1556,"[[""1556"", 1, 2], [""1556"", 2, 2]]"
28a8baafbff87cf6c4501dfd77360b08,arith,hitab_arith,hitab,how many times the missed rate of immigrants who settled in 2011 is the entire rrc sample?,[4.289157],2401,"[[""2401"", 0, 1], [""2401"", 51, 1]]"
7d9fda613fc41e91040019868aed78ec,arith,hitab_arith,hitab,what was the percentage points of filipino women of core working age were also more likely than women who were not a visible minority to be employed?,[5.2],763,"[[""763"", 4, 0], [""763"", 13, 0]]"
7c0e19616bef970980f3be2d75122c7b,arith,hitab_arith,hitab,"among those living off-reserve, what was the difference between the employment rate for aboriginal people and the employment rate for non-aboriginal people?",[11],1604,"[[""1604"", 1, 1], [""1604"", 1, 4]]"
5e4143651d9b8f8da26c16c7ec36bb1f,arith,hitab_arith,hitab,"how many percent did five states accounte of the $636 million of intramural r&d performed by state agencies in fy 2016: new york, california, florida, south carolina, and connecticut?",[0.664156],163_81_tab2,"[[""163_81_tab2"", 0, 1], [""163_81_tab2"", 5, 1], [""163_81_tab2"", 7, 1], [""163_81_tab2"", 7, 7], [""163_81_tab2"", 10, 1], [""163_81_tab2"", 15, 7]]"
1390b2451cbd630fce763751ada7a5a0,arith,hitab_arith,hitab,"the number of postdocs doing research in science fields in 2019 is similar to that in 2012, how many percentage points has declined?",[11.6],9_11_nsf21304-tab002,"[[""9_11_nsf21304-tab002"", 1, 1], [""9_11_nsf21304-tab002"", 1, 3]]"
a51bef89e5361af01ca018d31c26208e,arith,hitab_arith,hitab,what is the percentage of men drivers who reported having driven an on-road vehicle after consuming two drinks in the hour before driving?,[0.911559],2395,"[[""2395"", 1, 0], [""2395"", 33, 0]]"
31b18bdad0a3fbc1bfb66f10bbdf5b61,arith,hitab_arith,hitab,what percent of gaps were one or two years long?,[54.8],625,"[[""625"", 0, 1], [""625"", 1, 1]]"
82c782a01334f70a818d8a5458140c9d,arith,hitab_arith,hitab,"among cases involving a female accused settled in youth courts, what was the percentage of violent crimes in 2015?",[0.304006],345,"[[""345"", 0, 0], [""345"", 39, 0]]"
2518e450f8efb1991520562397e3451a,arith,hitab_arith,hitab,"in 2011, what is the proportional range of english-language workers in quebec's agri-food sector that were employed?","[96.5, 88.8]",84,"[[""84"", 2, 0], [""84"", 2, 2], [""84"", 2, 4], [""84"", 2, 6], [""84"", 2, 8], [""84"", 2, 10], [""84"", 2, 12]]"
67c2942e362202355d0271ea268f327f,arith,hitab_arith,hitab,"for employer businesses, how many times did non-indigenous csds have as many businesses per community as first nations?",[4.583333],187,"[[""187"", 4, 1], [""187"", 4, 5]]"
96ab2972ecb5ed1297f2f06ec4d8c4dd,arith,hitab_arith,hitab,what is the range of the largest difference outside quebec related to the perception of the rcmp as a very important national symbol?,"[78, 54]",2612,"[[""2612"", 0, 3], [""2612"", 1, 3], [""2612"", 2, 3], [""2612"", 3, 3], [""2612"", 4, 3], [""2612"", 6, 3], [""2612"", 7, 3], [""2612"", 8, 3], [""2612"", 9, 3], [""2612"", 10, 3]]"
6facca706bbb5ae138d0633c5267a207,arith,hitab_arith,hitab,"in 2018, how many percentage points did basic research activities account for of total u.s. r&d expenditures?",[0.166846],64_2_nsf21324-tab002,"[[""64_2_nsf21324-tab002"", 0, 0], [""64_2_nsf21324-tab002"", 9, 0]]"
6f9de46763fbc24724618ce052a21068,arith,hitab_arith,hitab,"for employer businesses, how many times did non-indigenous csds have as many businesses per community as inuit csds?",[3.142857],187,"[[""187"", 4, 3], [""187"", 4, 5]]"
a080b456f9a596237e7683fce6d819d9,arith,hitab_arith,hitab,"business r&d is concentrated in a small number of states, how many percent are with the 10 states with the highest levels of r&d performance accounting of the $233 billion total?",[0.681511],40_159_tab1,"[[""40_159_tab1"", 0, 0], [""40_159_tab1"", 1, 0], [""40_159_tab1"", 2, 0], [""40_159_tab1"", 3, 0], [""40_159_tab1"", 4, 0], [""40_159_tab1"", 5, 0], [""40_159_tab1"", 6, 0], [""40_159_tab1"", 7, 0], [""40_159_tab1"", 8, 0], [""40_159_tab1"", 9, 0], [""40_159_tab1"", 10, 0]]"
9a390a252c7f989faf9f30b779c9bdc7,arith,hitab_arith,hitab,"in cases of physical assault, what was the percentage of females accused in 2015?",[0.239032],345,"[[""345"", 7, 0], [""345"", 7, 5], [""345"", 7, 10]]"
41f4ec5aabf734bc1f5ed3cbcb420d3f,arith,hitab_arith,hitab,what is the percentage of large decline in rate of breaking and entering at the national level was also reported in trois-rivieres in 2015?,[19],2003,"[[""2003"", 7, 7]]"
647b2025498ee69d86ac0eb4e8f69e47,arith,hitab_arith,hitab,"among cases completed in youth criminal court, what was the percentage of theft in the offences involving a female accused in 2015?",[0.161149],345,"[[""345"", 12, 0], [""345"", 39, 0]]"
c45a627aa06e754e6b5b892991e7f007,arith,hitab_arith,hitab,"35 states reported expenditures for healthrelated r&d in fy 2016, how many percent of all state government agency expenditures on health-related r&d was reported by agencies in five states: new york, texas , california, florida, and pennsylvania?",[0.834291],164_81_tab3,"[[""164_81_tab3"", 0, 4], [""164_81_tab3"", 1, 4], [""164_81_tab3"", 2, 4], [""164_81_tab3"", 3, 4], [""164_81_tab3"", 4, 4], [""164_81_tab3"", 6, 4]]"
7cda8ec18aa16aa27980126b1e3f9667,arith,hitab_arith,hitab,what percentage of respondents on average in each year had $0 earnings in the t1ff and no t4 information?,[25.908333],1103,"[[""1103"", 2, 0], [""1103"", 2, 1], [""1103"", 2, 2], [""1103"", 2, 3], [""1103"", 2, 4], [""1103"", 2, 5], [""1103"", 2, 6], [""1103"", 2, 7], [""1103"", 2, 8], [""1103"", 2, 9], [""1103"", 2, 10], [""1103"", 2, 11]]"
e93bde607d5d07319cc53db9ca41c073,arith,hitab_arith,hitab,by what percentage did the number of data entry clerks decline between 1996 and 2016?,[59],2320,"[[""2320"", 3, 2]]"
0b50ea01b19ee635ebef5fc41c50e396,arith,hitab_arith,hitab,"in 2016/2017, there were 5,937 youth that began a period of supervision in correctional services in the eight reporting jurisdictions, how many percent of decrease from 2012/2013?",[44],2212,"[[""2212"", 10, 3]]"
75f9ee64e4f6eb07f0562c354e3b6db9,arith,hitab_arith,hitab,"in 2014, researchers in china were the world's largest producers of s&e publications of any single country, how many percent did researchers produce of the 2.3 million world total?",[17.3],169_84_tab1,"[[""169_84_tab1"", 2, 4]]"
433,arith,rhb_num,realhitbench,What is the total number of new business births across all CASE sectors in the East Midlands?,3205,economy-table13,"[[""economy-table13"", 6, 0]]"
1430,arith,rhb_num,realhitbench,What is the difference in the number of women receiving contraceptive pills between the 2021 WITH Mitigation scenario and the 2021 WITHOUT Mitigation scenario?,"133,500",society-table38,"[[""society-table38"", 8, 13], [""society-table38"", 31, 10]]"
1111,arith,rhb_num,realhitbench,How many materials have a depth difference (DEPTH DIFF) exceeding 100?,14,manufacture-table17,"[[""manufacture-table17"", 58, 5]]"
813,arith,rhb_num,realhitbench,How many members have zero attendance for operations (Ops) during the month?,18,labor-table13,"[[""labor-table13"", 0, 17]]"
1646,arith,rhb_num,realhitbench,What is the difference in the maximum tertiary branch complexity between Mouse #1 and Mouse #3 at 3 months?,0,science-table34,"[[""science-table34"", 5, 2]]"
1586,arith,rhb_num,realhitbench,How many countries in Asia experienced a decrease in the number of deaths due to musculoskeletal disorders from 1986 to 2011?,1,society-table55,"[[""society-table55"", 67, 6]]"
1543,arith,rhb_num,realhitbench,How many animals in the FGF2KO Stress group treated with Vehicle have a time immobile greater than 250 seconds?,5,environment-table40,"[[""environment-table40"", 83, 1]]"
1461,arith,rhb_num,realhitbench,How many types of Effectiveness of Health Facility Mitigation Measures are listed?,3,society-table45,"[[""society-table45"", 8, 0]]"
1390,arith,rhb_num,realhitbench,"How many interventions are listed under the ""Antenatal Care"" category?",13,society-table30,"[[""society-table30"", 12, 0]]"
608,arith,rhb_num,realhitbench,Which department has the least tasks?,"Admin Department,Automation Department",labor-table02,"[[""labor-table02"", 7, 0], [""labor-table02"", 11, 0]]"
2470,arith,rhb_num,realhitbench,How many tickets are associated with the date “Feb-01-15”?,7,economy-table126,"[[""economy-table126"", 15, 4]]"
1378,arith,rhb_num,realhitbench,How many different types of effectiveness measures for health facility mitigation measures are there in the table?,3,society-table25,"[[""society-table25"", 9, 0]]"
391,arith,rhb_num,realhitbench,What is the total participation across all provider types for “of which English”?,1119800,education-table12,"[[""education-table12"", 1, 6]]"
2197,arith,rhb_num,realhitbench,How many religions had an unemployment rate below 4% in 2018? (Final answer should be an integer.),6,religion-table02,"[[""religion-table02"", 20, 1]]"
1145,arith,rhb_num,realhitbench,Which team had the lowest “Away” odds in “Betfair Odds” on 2015/8/15?,Man Utd,economy-table81,"[[""economy-table81"", 12, 0]]"
909,arith,rhb_num,realhitbench,How many transactions were recorded for the “Product” type “Service Work” during the specified date range?,10,economy-table61,"[[""economy-table61"", 24, 3]]"
553,arith,rhb_num,realhitbench,"Rank the regions “North East,” “South West,” and “South East” by their total number of businesses in the sports sector in 2009.","South East, South West, North West",business-table07,"[[""business-table07"", 9, 1], [""business-table07"", 9, 13], [""business-table07"", 9, 15]]"
1503,arith,rhb_num,realhitbench,How many participants in Teaching Group 4 have a total score greater than 40?,5,education-table28,"[[""education-table28"", 8, 3]]"
889,arith,rhb_num,realhitbench,Calculate the total number of participants across all events with a “Time” below 42 minutes.,5,sport-table07,"[[""sport-table07"", 4, 6]]"
2356,arith,rhb_num,realhitbench,"Which player scored more total runs across all their games, and by how many runs?","Rick Bosetti, 33",sport-table13,"[[""sport-table13"", 2, 2], [""sport-table13"", 28, 2]]"
400,arith,rhb_num,realhitbench,What is the total number of individual insolvencies reported in 2018?,115010,economy-table06,"[[""economy-table06"", 6, 0]]"
1497,arith,rhb_num,realhitbench,How many participants in the CAI group have a total score lower than 30?,5,education-table27,"[[""education-table27"", 8, 3]]"
2097,arith,rhb_num,realhitbench,How many male workers aged 25 to 34 are earning at the federal minimum wage? (Final answer should be an integer.),60,labor-table65,"[[""labor-table65"", 26, 2]]"
963,arith,rhb_num,realhitbench,"Which product has the highest beginning stock value, and what is that value?","Lamivudine-Zidovudine 150/300mg, 8400",manufacture-table12,"[[""manufacture-table12"", 13, 0], [""manufacture-table12"", 13, 4]]"
349,arith,rhb_num,realhitbench,What is the total participation for both English and Maths for the year 201819?,573480,education-table03,"[[""education-table03"", 4, 0]]"
1662,arith,rhb_num,realhitbench,What is the difference in labelling density between the most and least dense glands in the TAT-Cre group? (Accurate to two decimal places),0.01,science-table39,"[[""science-table39"", 19, 2]]"
779,arith,rhb_num,realhitbench, Identify the team with the highest goals scored in a single match and specify the number of goals.,4,sport-table06,"[[""sport-table06"", 21, 6]]"
2083,arith,rhb_num,realhitbench,"How many regions have more than 1,000 schools reporting Algebra I data?",4,education-table24,"[[""education-table24"", 40, 3]]"
1061,arith,rhb_num,realhitbench,How many regions have SLA24 values greater than 50?,4,labor-table33,"[[""labor-table33"", 5, 0]]"
207,arith,rhb_num,realhitbench,"What is the difference in average hours per day spent on leisure and sports between married mothers with children under 6 and those with children aged 6-17, both in the category where both spouses work full time? Round the answer to two decimal places.",0.50,activitytime-table04,"[[""activitytime-table04"", 45, 5]]"
552,arith,rhb_num,realhitbench,Compare the number of businesses in “Sports Manufacturing” between the “North East” and “London” regions in 2005. Which region had more businesses?,London,business-table07,"[[""business-table07"", 9, 11]]"
2002,arith,rhb_num,realhitbench,What is the total nominal expenditure per household for “FAH” and “FAFH” combined in 1998?,6457.60,food-table10,"[[""food-table10"", 2, 7]]"
365,arith,rhb_num,realhitbench,What is the total participation for “of which maths” across all provider types in the table?,762100,education-table06,"[[""education-table06"", 2, 7]]"
1490,arith,rhb_num,realhitbench,What is the total score for WP ID 99 in the CAI group?,57,education-table26,"[[""education-table26"", 7, 24]]"
987,arith,rhb_num,realhitbench,Compare the local price of a 3-Month Premium Subscription in Canada to that in Japan. Which country has a higher price?,Canada,economy-table68,"[[""economy-table68"", 5, 0]]"
1234,arith,rhb_num,realhitbench,What is the total difference in revenue between the original unit prices and the new unit prices for all items?,-1578,economy-table110,"[[""economy-table110"", 9, 9]]"
720,arith,rhb_num,realhitbench,Which PartNo has the highest value in the Qty Delta column?,AQPAF00NN-JJ-CAF,manufacture-table01,"[[""manufacture-table01"", 28, 0]]"
190,arith,rhb_num,realhitbench,What is the mean of the time spent on 'Household activities' by married fathers across all employment categories with Own household children under 18? Round the answer to two decimal places.,1.78,activitytime-table01,"[[""activitytime-table01"", 82, 0]]"
1229,arith,rhb_num,realhitbench,Calculate the total number of procedures involving 'Normal animals' across all purposes.,1763474,environment-table19,"[[""environment-table19"", 219, 0]]"
2430,arith,rhb_num,realhitbench,How many subjects did Amarjeet score above 5 in the 1st Monthly Test?,5,education-table33,"[[""education-table33"", 0, 1]]"
879,arith,rhb_num,realhitbench,"Calculate the number of days when the RECVD value exceeds 100,000.",5,labor-table21,"[[""labor-table21"", 1, 13]]"
2221,arith,rhb_num,realhitbench,"Calculate the total “Business receipts and other income” for “Land passenger transport” in 2022, including all income brackets.",40238685,business-table15,"[[""business-table15"", 6, 18]]"
202,arith,rhb_num,realhitbench,What is the combined time spent by mothers and fathers with 'Own household children under 18' on 'Caring for and helping household children' activities' subcategories when both spouses work full-time? Round the answer to two decimal places.,2.23,activitytime-table05,"[[""activitytime-table05"", 78, 1]]"
1495,arith,rhb_num,realhitbench,What is the total score for WP ID 98 in the CAI group?,25,education-table27,"[[""education-table27"", 6, 24]]"
1462,arith,rhb_num,realhitbench,How many types of Infection Fatality Rates (IFRs) are listed?,3,society-table45,"[[""society-table45"", 8, 0]]"
2206,arith,rhb_num,realhitbench,In which year did the Buddhist population show the lowest estimate for employed people in upper-middle-skilled occupations? (Final answer should be a specific year.),2015,religion-table04,"[[""religion-table04"", 1, 7]]"
2317,arith,rhb_num,realhitbench,How many different reasons for “Adverse decisions” are listed in the table for the period between October 2012 and September 2013?,18,society-table69,"[[""society-table69"", 2, 13]]"
1641,arith,rhb_num,realhitbench,What is the difference in the maximum tertiary branch length between Mouse #1 and Mouse #3 at 3 months?,36,science-table33,"[[""science-table33"", 2, 2]]"
869,arith,rhb_num,realhitbench,Rank the top three ingredients with the highest quantities in the Baked Caprese Chicken recipe.,"basil, butter, mozzarella",food-table01,"[[""food-table01"", 2, 0], [""food-table01"", 9, 0], [""food-table01"", 11, 0]]"
1679,arith,rhb_num,realhitbench,How many times was a clone size of 1 recorded for the luminal cell type during diestrus?,2,science-table43,"[[""science-table43"", 5, 1]]"
2314,arith,rhb_num,realhitbench,"Compare the number of “Adverse decisions” in “Birmingham and Solihull” with “Black Country”. Which region had more adverse decisions, and by how many?","Black Country, 13",society-table68,"[[""society-table68"", 15, 15], [""society-table68"", 35, 16]]"
699,arith,rhb_num,realhitbench,"How many predictors scored exactly 2 points in ""Correct_Team_Score""?",5,sport-table05,"[[""sport-table05"", 0, 12]]"
1998,arith,rhb_num,realhitbench,How many schools have an “Overall Score” greater than 75?,9,education-table23,"[[""education-table23"", 7, 2]]"
424,arith,rhb_num,realhitbench,"Compare the unemployment rates in the “Business, Administration, and Law” field between Austria and Belgium. Which country has a higher rate, and by how much?","Austria, 0.4",education-table14,"[[""education-table14"", 7, 0], [""education-table14"", 17, 10]]"
